user_id,age,location,isbn,book_title,book_author,book_rating,liked
115150,59,"groveland, california, usa",0375412530,Back When We Were Grownups: A Novel,ANNE TYLER,9,TRUE
117581,41,"alton, illinois, usa",0553155377,JANET HAMM NEEDS A DATE FOR THE DANCE,EVE BUNTING,5,FALSE
117581,41,"alton, illinois, usa",1555139884,"Eternal Passage (California Pioneer Series, Book 3)",Elaine Schulte,7,FALSE
117581,41,"alton, illinois, usa",0916441822,"My Utmost for His Highest, Promotional Edition",Oswald Chambers,7,FALSE
117581,41,"alton, illinois, usa",091336715X,In His Steps,Charles Sheldon,8,TRUE
117581,41,"alton, illinois, usa",0064400042,On the Banks of Plum Creek,Laura Ingalls Wilder,9,TRUE
117581,41,"alton, illinois, usa",0375806717,Black Stallion,Walter Farley,10,TRUE
122086,18,"victoria, british columbia, canada",0971880107,Wild Animus,Rich Shapero,3,FALSE
122086,18,"victoria, british columbia, canada",0553204769,The Unborn,David Shobin,5,FALSE
122086,18,"victoria, british columbia, canada",067170463X,Murder on the Orient Express,Agatha Christie,8,FALSE
122086,18,"victoria, british columbia, canada",0140170502,A Dream of Eagles,Jack Whyte,9,TRUE
122086,18,"victoria, british columbia, canada",0373195451,"Her Secret Longing (Silhouette Romance, No. 1545)",Gail Gaymer Martin,9,TRUE
122086,18,"victoria, british columbia, canada",0345370775,Jurassic Park,Michael Crichton,9,TRUE
123988,32,"amarillo, texas, usa",0062731025,The Cartoon Guide to Statistics,Larry Gonick,2,FALSE
123988,32,"amarillo, texas, usa",0609802895,Living Language Diccionario de EspaÃ±ol,Ana Suffredini,3,FALSE
123988,32,"amarillo, texas, usa",0684825562,OUT OF THE WOODS : Stories,Chris Offutt,6,FALSE
123988,32,"amarillo, texas, usa",002861979X,The Complete Idiot's Guide to Starting Your Own Business (Complete Idiot's Guides),Ed Paulson,8,TRUE
123988,32,"amarillo, texas, usa",0393310728,How to Lie With Statistics,Darrell Huff,9,TRUE
123988,32,"amarillo, texas, usa",0735101213,Of Human Bondage,W. Somerset Maugham,9,TRUE
124233,26,"lisboa, lisboa, portugal",0380756374,"In the Light of Sigma Draconis (A Woman of the Iron People, Part 1)",Eleanor Arnason,3,FALSE
124233,26,"lisboa, lisboa, portugal",0451151844,Indigo Moon,Patricia Rice,5,FALSE
124233,26,"lisboa, lisboa, portugal",0140431020,Lady Susan ; The Watsons ; Sanditon (Penguin English Library),Jane Austen,5,FALSE
124233,26,"lisboa, lisboa, portugal",0743206029,On the Street Where You Live : A Novel,Mary Higgins Clark,6,TRUE
124233,26,"lisboa, lisboa, portugal",006100166X,Friday's Child,Georgette Heyer,8,TRUE
124233,26,"lisboa, lisboa, portugal",0373834489,Corinthian,Georgette Heyer,9,TRUE
125396,14,"albuquerque, new mexico, usa",0440475198,Runaway Ralph,Beverly Cleary,5,FALSE
125396,14,"albuquerque, new mexico, usa",0590431927,"The New Kate (Sleepover Friends, No 26)",Susan Saunders,7,FALSE
125396,14,"albuquerque, new mexico, usa",0440800498,Emily Imagination,Beverly Cleary,7,FALSE
125396,14,"albuquerque, new mexico, usa",0590187511,"Puppies in the Pantry (Animal Ark, Book 3)",Ben M. Baglio,8,TRUE
125396,14,"albuquerque, new mexico, usa",059041089X,Little Rabbit's Baby Brother (Gr. K-3),Fran Manushkin,8,TRUE
125396,14,"albuquerque, new mexico, usa",0590436287,Freedom Train: The Story of Harriet Tubman,Dorothy Sterling,9,TRUE
126814,32,"west chester, ohio, usa",039457186X,Vogue Knitting: The Ultimate Knitting Book,Vogue Knitting Magazine,5,FALSE
126814,32,"west chester, ohio, usa",0895944111,Casting the Circle: A Women's Book of Ritual,Diane Stein,5,FALSE
126814,32,"west chester, ohio, usa",087542791X,To Ride a Silver Broomstick: New Generation Witchcraft,Silver Ravenwolf,5,FALSE
126814,32,"west chester, ohio, usa",0515094978,The Cat Who Had 14 Tales,Lilian Jackson Braun,7,TRUE
126814,32,"west chester, ohio, usa",0812585151,Bard: The Odyssey of the Irish (Celtic World of Morgan Llywelyn),Morgan Llywelyn,8,TRUE
126814,32,"west chester, ohio, usa",0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,10,TRUE
127481,45,"thunder bay, ontario, canada",1551990938,Summer of the Heart: Saving Alexandre,Paul Adams,7,FALSE
127481,45,"thunder bay, ontario, canada",0786866020,Fish! A Remarkable Way to Boost Morale and Improve Results,Stephen C. Lundin,7,FALSE
127481,45,"thunder bay, ontario, canada",0140146555,"Read All About It!: Great Read-Aloud Stories, Poems, and Newspaper Pieces for Preteens and Teens",Jim Trelease,8,FALSE
127481,45,"thunder bay, ontario, canada",0375408908,The Working Poor : Invisible in America,DAVID K. SHIPLER,9,TRUE
127481,45,"thunder bay, ontario, canada",1570251401,La Doctora: The Journal of an American Doctor Practicing Medicine on the Amazon River,Linnea Smith,10,TRUE
127481,45,"thunder bay, ontario, canada",006053429X,Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters,Wally Lamb,10,TRUE
127914,43,"anchorage, alaska, usa",0446601640,Slow Waltz in Cedar Bend,Robert James Waller,8,FALSE
127914,43,"anchorage, alaska, usa",0804114986,The Bonesetter's Daughter,Amy Tan,9,FALSE
127914,43,"anchorage, alaska, usa",0141310340,Skin and Other Stories (Now in Speak!),Roald Dahl,9,FALSE
127914,43,"anchorage, alaska, usa",1575100479,Alaska's Wolf Man: The 1915-55 Wilderness Adventures of Frank Glaser,Jim Rearden,10,TRUE
127914,43,"anchorage, alaska, usa",0960603050,Jean's Way,Derek Humphry,10,TRUE
127914,43,"anchorage, alaska, usa",0451166582,The Eyes of the Dragon,Stephen King,10,TRUE
130157,47,"olympia, washington, usa",0316781266,The Last Time They Met : A Novel,Anita Shreve,5,FALSE
130157,47,"olympia, washington, usa",0425192725,Q Is for Quarry,Sue Grafton,5,FALSE
130157,47,"olympia, washington, usa",0446610399,The Rescue,Nicholas Sparks,5,FALSE
130157,47,"olympia, washington, usa",1591823935,"Confidential Confessions, Book 1",Reiko Momochi,6,TRUE
130157,47,"olympia, washington, usa",0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,7,TRUE
130157,47,"olympia, washington, usa",0312261721,The Secret Ingredient,Jane Heller,9,TRUE
136193,40,"los angeles, california, usa",0375502238,Blessings,ANNA QUINDLEN,5,FALSE
136193,40,"los angeles, california, usa",0060936959,The Season of Lillian Dawes: A Novel,Katherine Mosby,6,FALSE
136193,40,"los angeles, california, usa",0399145990,The River King,Alice Hoffman,7,FALSE
136193,40,"los angeles, california, usa",0374129983,The Corrections,Jonathan Franzen,9,TRUE
136193,40,"los angeles, california, usa",0375414657,The Piano Tuner,Daniel Mason,10,TRUE
136193,40,"los angeles, california, usa",0871136791,Cold Mountain,Charles Frazier,10,TRUE
137803,27,"kaltern/caldaro (bz), trentino alto adige, italy",1586648632,Deedlit's Tale: Choices (Record of Lodoss War),Ryo Mizuno,7,FALSE
137803,27,"kaltern/caldaro (bz), trentino alto adige, italy",3257228112,Bin ich schÃ?Â¶n?,Doris DÃ?Â¶rrie,8,FALSE
137803,27,"kaltern/caldaro (bz), trentino alto adige, italy",0946162581,Deutschland: A Winter's Tale : Bilingual Edition,Heinrich Heine,8,FALSE
137803,27,"kaltern/caldaro (bz), trentino alto adige, italy",0805210407,The Trial,Franz Kafka,9,TRUE
137803,27,"kaltern/caldaro (bz), trentino alto adige, italy",2070223965,Andorra: PiÃ?Â¨ce en douze tableaux,Max Frisch,9,TRUE
137803,27,"kaltern/caldaro (bz), trentino alto adige, italy",0879516593,Brother of Sleep,Robert Schneider,9,TRUE
139206,52,"elk grove, california, usa",1551669374,Sisters Found,Joan Johnston,2,FALSE
139206,52,"elk grove, california, usa",0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,5,FALSE
139206,52,"elk grove, california, usa",006000925X,Daisy's Back in Town,Rachel Gibson,6,FALSE
139206,52,"elk grove, california, usa",0451210751,Blue Skies,Catherine Anderson,7,TRUE
139206,52,"elk grove, california, usa",0312965788,All Creatures Great and Small,James Herriot,7,TRUE
139206,52,"elk grove, california, usa",0451212169,Bright Eyes (Coulter Family Series),Catherine Anderson,7,TRUE
142076,27,"gonic, new hampshire, usa",0760707871,The Mythmaker: Paul And the Invention Of Christianity,Hyam Maccoby,4,FALSE
142076,27,"gonic, new hampshire, usa",0684848910,The Templar Revelation: Secret Guardians of the True Identity of Christ,Lynn Picknett,5,FALSE
142076,27,"gonic, new hampshire, usa",0380726289,"Darkness, Take My Hand (Patrick Kenzie/Angela Gennaro Novels)",Dennis Lehane,8,FALSE
142076,27,"gonic, new hampshire, usa",0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,10,TRUE
142076,27,"gonic, new hampshire, usa",0060609176,Meeting Jesus Again for the First Time : The Historical Jesus and the Heart of Contemporary Faith,Marcus J. Borg,10,TRUE
142076,27,"gonic, new hampshire, usa",0664257550,Meditations on the Cross,Dietrich Bonhoeffer,10,TRUE
142772,33,"new westminster, british columbia, canada",0373709633,"Annalee And The Lawman (Count On A Cop) (Harlequin Super Romance, No 963)",Lyn Ellis,4,FALSE
142772,33,"new westminster, british columbia, canada",0373705646,"Wildfire (Harlequin Superromance, No 70564)",Lynn Erickson,5,FALSE
142772,33,"new westminster, british columbia, canada",0373707940,"Cottonwood Creek  (Home On The Ranch) (Superromance , No 794)",Margot Dalton,5,FALSE
142772,33,"new westminster, british columbia, canada",0373708203,"Twilight Texas  (The West Texans) (The West Texans,  No 820)",Ginger Chambers,6,TRUE
142772,33,"new westminster, british columbia, canada",0373710992,The Farmer's Wife,Lori Handeland,7,TRUE
142772,33,"new westminster, british columbia, canada",0440219175,A Summer to Die,Lois Lowry,8,TRUE
147045,28,"saint paul, minnesota, usa",0679426159,Standing in the Rainbow : A Novel,FANNIE FLAGG,5,FALSE
147045,28,"saint paul, minnesota, usa",189919715X,Angels of the Universe (Shad Thames Books),Mar Gumundsson Einar,6,FALSE
147045,28,"saint paul, minnesota, usa",0679892540,"Learn About Shapes: With Flips, Flaps, Slides, Tabs, and Pop-Up Surprises (Sesame Street Interactive Pop-Ups , No 2)",Tom Brannon,7,FALSE
147045,28,"saint paul, minnesota, usa",0760700133,This side of paradise (Barnes &amp; Noble classics),F. Scott Fitzgerald,8,TRUE
147045,28,"saint paul, minnesota, usa",0452282152,Girl with a Pearl Earring,Tracy Chevalier,9,TRUE
147045,28,"saint paul, minnesota, usa",0415918243,"Reel to Real: Race, Sex, and Class at the Movies",Bell Hooks,9,TRUE
147307,48,"larkspur, colorado, usa",0553586181,The Bachelor List,JANE FEATHER,5,FALSE
147307,48,"larkspur, colorado, usa",0671523090,Flash,Jayne Ann Krentz,5,FALSE
147307,48,"larkspur, colorado, usa",0671742566,Tender Triumph (Sonnet Books),Judith McNaught,5,FALSE
147307,48,"larkspur, colorado, usa",0525432922,World of Christopher Robin,Ernest H. Milne,9,TRUE
147307,48,"larkspur, colorado, usa",0440223202,Evening Class,Maeve Binchy,9,TRUE
147307,48,"larkspur, colorado, usa",0517347997,"Jane Austen, Her Complete Novels",Jane Austen,10,TRUE
148121,34,"atlanta, georgia, usa",0515127833,River's End,Nora Roberts,5,FALSE
148121,34,"atlanta, georgia, usa",0821776436,Let It Snow,Fern Michaels,5,FALSE
148121,34,"atlanta, georgia, usa",0151002649,The Sunday Macaroni Club: A Novel,Steve Lopez,6,FALSE
148121,34,"atlanta, georgia, usa",0345389964,A Son of the Circus,John Irving,7,TRUE
148121,34,"atlanta, georgia, usa",0061093335,"Nora, Nora: A Novel",Anne Rivers Siddons,7,TRUE
148121,34,"atlanta, georgia, usa",0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,9,TRUE
155680,22,"lisbon, ., portugal",0140620281,Nostromo (Penguin Popular Classics),Joseph Conrad,5,FALSE
155680,22,"lisbon, ., portugal",0312282354,Mr. Mee : A Novel,Andrew Crumey,5,FALSE
155680,22,"lisbon, ., portugal",0380775123,Tiger Burning Bright,Marion Zimmer Bradley,7,FALSE
155680,22,"lisbon, ., portugal",0441172695,"Dune Messiah (Dune Chronicles, Book 2)",Frank Herbert,8,TRUE
155680,22,"lisbon, ., portugal",0441172717,Dune (Remembering Tomorrow),Frank Herbert,8,TRUE
155680,22,"lisbon, ., portugal",0785787135,The Mists of Avalon,Marion Zimmer Bradley,10,TRUE
159506,28,"portland, oregon, usa",0312265840,Seven Up (A Stephanie Plum Novel),Janet Evanovich,7,FALSE
159506,28,"portland, oregon, usa",0345391055,Disclosure,Michael Crichton,7,FALSE
159506,28,"portland, oregon, usa",0440234743,The Testament,John Grisham,8,FALSE
159506,28,"portland, oregon, usa",0380788624,Cryptonomicon,Neal Stephenson,9,TRUE
159506,28,"portland, oregon, usa",0552083895,Armageddon,Leon Uris,9,TRUE
159506,28,"portland, oregon, usa",0684803356,For Whom the Bell Tolls,Ernest Hemingway,10,TRUE
161037,32,"milton, ,",0440221080,Sea Fire,Karen Robards,8,FALSE
161037,32,"milton, ,",0440208270,This Side of Heaven,Karen Robards,9,FALSE
161037,32,"milton, ,",0399138994,Mr. Murder,Dean R. Koontz,9,FALSE
161037,32,"milton, ,",0440208300,Maggy's Child,Karen Robards,10,TRUE
161037,32,"milton, ,",0671786466,Paradise County,Karen Robards,10,TRUE
161037,32,"milton, ,",0451149513,It,Stephen King,10,TRUE
162980,41,"manhattan, kansas, usa",0451188705,Special Treatment,Nancy Fisher,3,FALSE
162980,41,"manhattan, kansas, usa",0312983220,Area 7,Matthew Reilly,5,FALSE
162980,41,"manhattan, kansas, usa",0061031410,Courting Trouble,Lisa Scottoline,7,FALSE
162980,41,"manhattan, kansas, usa",0525943749,Son of Rosemary: The Sequel to Rosemary's Baby,Ira Levin,8,TRUE
162980,41,"manhattan, kansas, usa",0425170306,The Lost Bird,Margaret Coel,8,TRUE
162980,41,"manhattan, kansas, usa",0451181379,The Door to December,Dean R. Koontz,9,TRUE
167012,44,"strasbourg, alsace, france",285704268X,Les ailes du matin t1,Lesage Mireille,7,FALSE
167012,44,"strasbourg, alsace, france",2070381544,Le maÃ?Â®tre des abeilles,Henri Vincenot,8,FALSE
167012,44,"strasbourg, alsace, france",2857042981,La trahison des dieux,Marion Zimmer Bradley,8,FALSE
167012,44,"strasbourg, alsace, france",2070384659,La petite marchande de prose (Collection Folio),Daniel Pennac,10,TRUE
167012,44,"strasbourg, alsace, france",2714436706,La puissance des vaincus,Wally Lamb,10,TRUE
167012,44,"strasbourg, alsace, france",2070381315,La fÃ©e carabine (Collection Folio),Daniel Pennac,10,TRUE
167587,22,"anaheim hills, ,",0142000205,Icy Sparks,Gwyn Hyman Rubio,7,FALSE
167587,22,"anaheim hills, ,",0316096199,Lucky : A Memoir,Alice Sebold,8,FALSE
167587,22,"anaheim hills, ,",0316693006,Four Blind Mice,James Patterson,8,FALSE
167587,22,"anaheim hills, ,",0446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,9,TRUE
167587,22,"anaheim hills, ,",0451202341,Back Roads,Tawni O'Dell,9,TRUE
167587,22,"anaheim hills, ,",0316666343,The Lovely Bones: A Novel,Alice Sebold,10,TRUE
171045,44,"foster city, ,",0316540838,The Hottest State: A Novel,Ethan Hawke,7,FALSE
171045,44,"foster city, ,",0804105537,Storming Intrepid,Payne Harrison,8,FALSE
171045,44,"foster city, ,",0515106402,Battleground: The Corps,W. E. B. Griffin,8,FALSE
171045,44,"foster city, ,",0425182150,Perish Twice,Robert B. Parker,9,TRUE
171045,44,"foster city, ,",0425169863,Point of Origin,Patricia Daniels Cornwell,9,TRUE
171045,44,"foster city, ,",0920303714,Le Rouge C'Est Bien Meiux / Red is Best,Kathy Stinson,10,TRUE
187990,34,"palmdale, california, usa",0060191538,"Perfect Murder, Perfect Town",Lawrence Schiller,5,FALSE
187990,34,"palmdale, california, usa",0312976275,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,8,FALSE
187990,34,"palmdale, california, usa",0312968523,Hush,Mark Nykanen,8,FALSE
187990,34,"palmdale, california, usa",0425099687,The Floating Admiral,Agatha Christie,9,TRUE
187990,34,"palmdale, california, usa",0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,9,TRUE
187990,34,"palmdale, california, usa",0553149814,Mysterious Affair At Styles,Agatha Christie,10,TRUE
195694,29,"tucson, arizona, usa",006039384X,Mirror Mirror: A Novel,Gregory Maguire,4,FALSE
195694,29,"tucson, arizona, usa",0064471055,Prince Caspian (rack) : The Return to Narnia (Narnia),C. S. Lewis,7,FALSE
195694,29,"tucson, arizona, usa",069452364X,Motherless Brooklyn,Jonathan Lethem,8,FALSE
195694,29,"tucson, arizona, usa",078601556X,Crimson Shadows,Trisha Baker,9,TRUE
195694,29,"tucson, arizona, usa",0743428013,Remember Me #1 (reissue),Christopher Pike,10,TRUE
195694,29,"tucson, arizona, usa",0394498216,Interview with the Vampire : Anniversary edition,ANNE RICE,10,TRUE
196106,34,"west palm beach, florida, usa",067153288X,A Tangled Web,Judith Michael,6,FALSE
196106,34,"west palm beach, florida, usa",0743456254,"A Loving Scoundrel (Lindsey, Johanna)",Johanna Lindsey,8,FALSE
196106,34,"west palm beach, florida, usa",0373484232,Stanislaski Sisters,Nora Roberts,9,FALSE
196106,34,"west palm beach, florida, usa",0345327853,Beloved,BERTRICE SMALL,10,TRUE
196106,34,"west palm beach, florida, usa",0449001806,The Innocent,Bertrice Small,10,TRUE
196106,34,"west palm beach, florida, usa",0452262240,Ex-Wife (Plume American Women Writers),Ursula Parrott,10,TRUE
196502,38,"decatur, georgia, usa",0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,6,FALSE
196502,38,"decatur, georgia, usa",006251315X,At the Root of This Longing : Reconciling a Spiritual Hunger and a Feminist Thirst,Carol L. Flinders,6,FALSE
196502,38,"decatur, georgia, usa",0064400557,Charlotte's Web (Trophy Newbery),E. B. White,8,FALSE
196502,38,"decatur, georgia, usa",0875968600,The Organic Suburbanite : An Environmentally Friendly Way to Live the American Dream,Warren Schultz,9,TRUE
196502,38,"decatur, georgia, usa",0449906167,Erotica: Women's writing from Sappho to Margaret Atwood,Jeanette Winterson,9,TRUE
196502,38,"decatur, georgia, usa",1578660807,Life's Imponderables: The Answers to Civilization's Most Perplexing Questions : Why Do Clocks Run Clockwise? When Do Fish Sleep? Why Do Dogs Have Wet Noses? (Life's Imponderables),David Feldman,10,TRUE
198213,19,"williamsburg/norfolk, virginia, usa",0590460404,The Lampfish of Twill,Janet Taylor Lisle,7,FALSE
198213,19,"williamsburg/norfolk, virginia, usa",014038572X,The Outsiders (Now in Speak!),S. E. Hinton,7,FALSE
198213,19,"williamsburg/norfolk, virginia, usa",0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,8,FALSE
198213,19,"williamsburg/norfolk, virginia, usa",0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,9,TRUE
198213,19,"williamsburg/norfolk, virginia, usa",0451527747,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,9,TRUE
198213,19,"williamsburg/norfolk, virginia, usa",0767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,10,TRUE
198969,24,"nanaimo, british columbia, canada",078688097X,Inner Simplicity : 100 Ways to Regain Peace and Nourish Your Souls,Elaine St. James,6,FALSE
198969,24,"nanaimo, british columbia, canada",0771089570,Love and Salt Water (New Canadian Library),Ethel Wilson,7,FALSE
198969,24,"nanaimo, british columbia, canada",0140434186,Wuthering Heights (Penguin Classics),Emily Bronte,8,FALSE
198969,24,"nanaimo, british columbia, canada",0449210820,Woman on the Edge of Time,Marge Piercy,9,TRUE
198969,24,"nanaimo, british columbia, canada",0416052029,The Dream Catcher (A Magnet Book),Monica Hughes,9,TRUE
198969,24,"nanaimo, british columbia, canada",0517598507,"Why Me, Why This, Why Now: A Guide to Answering Life's Toughest Questions",Robin Norwood,9,TRUE
203910,16,"manila, makati, phillipines",0806987561,Tae Kwon Do Basics,Keith Yates,8,FALSE
203910,16,"manila, makati, phillipines",0060263954,Stuart Little 60th Anniversary Edition,E. B. White,8,FALSE
203910,16,"manila, makati, phillipines",1570827281,Disney's Lady and the Tramp: Classic Storybook,Jamie Simons,9,FALSE
203910,16,"manila, makati, phillipines",0446608955,A Walk to Remember,Nicholas Sparks,10,TRUE
203910,16,"manila, makati, phillipines",0439053870,Civil War Ghosts,Daniel Cohen,10,TRUE
203910,16,"manila, makati, phillipines",0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,10,TRUE
204964,24,"chicopee, massachusetts, usa",0451523938,Dr. Jekyll and Mr. Hyde (Signet Classics),Robert Louis Stevenson,6,FALSE
204964,24,"chicopee, massachusetts, usa",0553575570,Dhiammara,Maggie Furey,7,FALSE
204964,24,"chicopee, massachusetts, usa",1555834809,"Out &amp; About Campus: Personal Accounts by Lesbian, Gay, Bisexual &amp; Transgender College Students",Kim Howard,7,FALSE
204964,24,"chicopee, massachusetts, usa",068107468X,Edgar Allen Poe Collected Poems,Edgar Allan Poe,8,TRUE
204964,24,"chicopee, massachusetts, usa",044022330X,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,9,TRUE
204964,24,"chicopee, massachusetts, usa",0375422307,Persepolis : The Story of a Childhood (Alex Awards (Awards)),MARJANE SATRAPI,10,TRUE
210597,38,"lake winnebago, missouri, usa",013020787X,Core PHP Programming,Leon Atkinson,6,FALSE
210597,38,"lake winnebago, missouri, usa",0060959681,Dancing Wu Li Masters : An Overview of the New Physics (Perennial Classics),Gary Zukav,7,FALSE
210597,38,"lake winnebago, missouri, usa",0786866578,"Dictionary of the Future: The Words, Terms and Trends That Define the Way We'll Live, Work and Talk",Adam Hanft,8,FALSE
210597,38,"lake winnebago, missouri, usa",0380789035,American Gods,Neil Gaiman,9,TRUE
210597,38,"lake winnebago, missouri, usa",0786885688,Shopgirl,Steve Martin,9,TRUE
210597,38,"lake winnebago, missouri, usa",1556154844,Code Complete,Steve McConnell,10,TRUE
211303,43,"asheville, north carolina, usa",0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",M. Scott Peck,5,FALSE
211303,43,"asheville, north carolina, usa",0679459618,Dr. Death: A Novel,Jonathan Kellerman,7,FALSE
211303,43,"asheville, north carolina, usa",0449223833,The Deep Blue Good-By,John D. MacDonald,7,FALSE
211303,43,"asheville, north carolina, usa",0140258795,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,8,TRUE
211303,43,"asheville, north carolina, usa",0517122707,A Confederacy of Dunces,John Kennedy Toole,10,TRUE
211303,43,"asheville, north carolina, usa",0684874350,ANGELA'S ASHES,Frank McCourt,10,TRUE
212002,53,"koeln, nordrhein-westfalen, germany",3453869664,Teufelsflut.,Colin Forbes,1,FALSE
212002,53,"koeln, nordrhein-westfalen, germany",3442357063,Chinesisches Feuer.,Peter May,7,FALSE
212002,53,"koeln, nordrhein-westfalen, germany",3404142780,Nachtblende.,Douglas Kennedy,7,FALSE
212002,53,"koeln, nordrhein-westfalen, germany",3442726247,Der zweite Mord.,Helene Tursten,8,TRUE
212002,53,"koeln, nordrhein-westfalen, germany",3442720621,Geschehnisse am Wasser.,Kerstin Ekman,9,TRUE
212002,53,"koeln, nordrhein-westfalen, germany",3404142357,At E.R.O.S.,Greg Iles,9,TRUE
212645,21,"coal township, pennsylvania, usa",1579542085,Pets' Letters to God,Mark Bricklin,7,FALSE
212645,21,"coal township, pennsylvania, usa",076360013X,Guess How Much I Love You,Sam McBratney,8,FALSE
212645,21,"coal township, pennsylvania, usa",0689710879,The Dark Is Rising,Susan Cooper,9,FALSE
212645,21,"coal township, pennsylvania, usa",0441005489,"Redwall (Redwall, Book 1)",Brian Jacques,10,TRUE
212645,21,"coal township, pennsylvania, usa",0740704818,The Blue Day Book,Bradley Trevor Greive,10,TRUE
212645,21,"coal township, pennsylvania, usa",0740738402,Tomorrow : Adventures in an Uncertain World,Bradley Trevor Greive,10,TRUE
214272,42,"paris, tennessee, usa",0553269151,Inherit the Wind,JEROME LAWRENCE,7,FALSE
214272,42,"paris, tennessee, usa",0679434046,In the Kitchen With Rosie: Oprah's Favorite Recipes,Rosie Daley,7,FALSE
214272,42,"paris, tennessee, usa",0821220802,"Odes to Common Things, Bilingual Edition",Pablo Neruda,8,FALSE
214272,42,"paris, tennessee, usa",084991339X,Butterfly Kisses And Bittersweet Tears,Bob Carlisle,9,TRUE
214272,42,"paris, tennessee, usa",0140143505,84 Charing Cross Road,Helene Hanff,9,TRUE
214272,42,"paris, tennessee, usa",0062702084,The New Lifetime Reading Plan,Clifton Fadiman,10,TRUE
215421,57,"san francisco, california, usa",0452282152,Girl with a Pearl Earring,Tracy Chevalier,7,FALSE
215421,57,"san francisco, california, usa",0142400653,More Adventures of the Great Brain (Great Brain),John D. Fitzgerald,7,FALSE
215421,57,"san francisco, california, usa",0142400645,Me and My Little Brain (Great Brain),John D. Fitzgerald,7,FALSE
215421,57,"san francisco, california, usa",1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,8,TRUE
215421,57,"san francisco, california, usa",140003180X,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),ALEXANDER MCCALL SMITH,8,TRUE
215421,57,"san francisco, california, usa",0142400580,The Great Brain (Great Brain),John D. Fitzgerald,8,TRUE
221672,28,"rickmansworth, england, united kingdom",0968747906,Beyond the Threshold of Death,Erika Knudsen,4,FALSE
221672,28,"rickmansworth, england, united kingdom",0345417186,Queen's Man (Ballantine Reader's Circle),SHARON KAY PENMAN,6,FALSE
221672,28,"rickmansworth, england, united kingdom",0671047485,Shallow Graves (A Location Scout Mystery Series),Jeffery Deaver,7,FALSE
221672,28,"rickmansworth, england, united kingdom",0345389417,Servant of the Bones,Anne Rice,8,TRUE
221672,28,"rickmansworth, england, united kingdom",0345434226,Cruel as the Grave (Ballantine Reader's Circle),SHARON KAY PENMAN,8,TRUE
221672,28,"rickmansworth, england, united kingdom",0684833395,Catch 22,Joseph Heller,10,TRUE
223210,57,"rock hill, south carolina, usa",038572179X,Atonement : A Novel,IAN MCEWAN,5,FALSE
223210,57,"rock hill, south carolina, usa",0446518581,Border Music,Robert James Waller,6,FALSE
223210,57,"rock hill, south carolina, usa",0140265686,Out to Canaan (The Mitford Years),Jan Karon,7,FALSE
223210,57,"rock hill, south carolina, usa",067976402X,Snow Falling on Cedars,David Guterson,8,TRUE
223210,57,"rock hill, south carolina, usa",0140254544,A Light in the Window (The Mitford Years),Jan Karon,9,TRUE
223210,57,"rock hill, south carolina, usa",0670865796,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,10,TRUE
224340,45,"kansas city, missouri, usa",0671019554,Cold Hit (Alexandra Cooper Mysteries (Paperback)),Linda Fairstein,7,FALSE
224340,45,"kansas city, missouri, usa",0743436679,The Bone Vault,Linda Fairstein,7,FALSE
224340,45,"kansas city, missouri, usa",044922239X,Risk,DICK FRANCIS,8,FALSE
224340,45,"kansas city, missouri, usa",034541389X,Flesh and Blood,Jonathan Kellerman,9,TRUE
224340,45,"kansas city, missouri, usa",0425184234,A Small Death in Lisbon,Robert Wilson,9,TRUE
224340,45,"kansas city, missouri, usa",0380731851,Mystic River,Dennis Lehane,10,TRUE
229478,30,"haleiwa, hawaii, usa",1557987912,"Publication Manual of the American Psychological Association, Fifth Edition",American Psychological Association,5,FALSE
229478,30,"haleiwa, hawaii, usa",0618004076,Becoming Madame Mao,Anchee Min,6,FALSE
