model,pid,recommendation,positive,recall,precision,f1,wcoverage
gemma2-9b-it,604424,Despacito - by Luis Fonsi ft. Daddy Yankee,FALSE,0.5,1,0.6666666666666666,0.48333333333333334
gemma2-9b-it,604424,El Perdedor - by Romeo Santos,TRUE,0.8333333333333334,1,0.9090909090909091,0.3055555555555555
gemma2-9b-it,604424,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0,0,NA,0.10555555555555551
gemma2-9b-it,611405,Little Talks - by Of Monsters and Men,TRUE,0.5,1,0.6666666666666666,0.8999999999999999
gemma2-9b-it,611405,Mr. Brightside - by The Killers,FALSE,0.25,1,0.4,0.41388888888888886
gemma2-9b-it,611405,Seven Nation Army - by The White Stripes,FALSE,0.3333333333333333,1,0.5,0.19166666666666665
gemma2-9b-it,611405,Tokyo (Vampires & Wolves) - by The Wombats,TRUE,0,0,NA,0.9749999999999999
gemma2-9b-it,625525,Alright - by Kendrick Lamar,TRUE,0.5,1,0.6666666666666666,0.8499999999999999
gemma2-9b-it,625525,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.4138888888888889
gemma2-9b-it,625525,Clair de Lune - by Claude Debussy,FALSE,0,0,NA,0.44722222222222224
gemma2-9b-it,625525,Don't Start Now - by Dua Lipa,TRUE,0,0,NA,0.6444444444444445
gemma2-9b-it,645145,Happy - by Pharrell Williams,FALSE,0,0,NA,0.6166666666666667
gemma2-9b-it,645145,Mr. Brightside - by The Killers,TRUE,0,0,NA,0.20833333333333331
gemma2-9b-it,645145,The Ultraviolence - by Lana Del Rey,TRUE,0.8333333333333334,1,0.9090909090909091,0.3361111111111111
gemma2-9b-it,645145,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0,0,NA,0.9805555555555554
gemma2-9b-it,648591,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.41944444444444445
gemma2-9b-it,648591,Hallelujah - by Leonard Cohen,FALSE,0,0,NA,-0.008333333333333323
gemma2-9b-it,648591,The Rat - by The Replacements,TRUE,0.4,1,0.5714285714285715,0.3666666666666667
gemma2-9b-it,648591,The Reeling - by Passion Pit,TRUE,0,0,NA,0.2916666666666667
gemma2-9b-it,651504,Can't Stop the Feeling! - by Justin Timberlake,FALSE,0.16666666666666666,1,0.2857142857142857,0.33055555555555555
gemma2-9b-it,651504,Mr. Brightside - by The Killers,FALSE,0,0,NA,0.1777777777777778
gemma2-9b-it,651504,Riptide - by Vance Joy,TRUE,0.5,0.5,0.5,0.8999999999999999
gemma2-9b-it,651504,Skinny Love - by Bon Iver,TRUE,0,0,NA,0.5888888888888889
gemma2-9b-it,656595,Let's Get It On - by Marvin Gaye,TRUE,0,0,NA,0.2583333333333333
gemma2-9b-it,656595,Mr. Brightside - by The Killers,FALSE,0,0,NA,0.38611111111111107
gemma2-9b-it,656595,Sexual Healing - by Marvin Gaye,TRUE,0,0,NA,0.3333333333333333
gemma2-9b-it,656595,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0.3333333333333333,1,0.5,0.5027777777777778
gemma2-9b-it,659472,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.45
gemma2-9b-it,659472,Party Rock Anthem - by LMFAO,TRUE,0,0,NA,0.425
gemma2-9b-it,659472,Stairway to Heaven - by Led Zeppelin,FALSE,0,0,NA,0.2305555555555555
gemma2-9b-it,659472,Teenage Dream - by Katy Perry,TRUE,0,0,NA,0.4388888888888889
gemma2-9b-it,689590,HUMBLE. - by Kendrick Lamar,TRUE,0.25,1,0.4,0.38888888888888884
gemma2-9b-it,689590,Happy - by Pharrell Williams,FALSE,0,0,NA,0.12499999999999999
gemma2-9b-it,689590,The Hills - by The Weeknd,TRUE,0.25,0.5,0.3333333333333333,0.175
gemma2-9b-it,689590,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0.5,1,0.6666666666666666,0.06666666666666665
gemma2-9b-it,693751,Creep - by Radiohead,FALSE,0.3333333333333333,1,0.5,0.8999999999999999
gemma2-9b-it,693751,Good Feeling - by Flo Rida,TRUE,0.3333333333333333,1,0.5,0.6027777777777777
gemma2-9b-it,693751,Hallelujah - by Leonard Cohen,FALSE,1,1,1,0.9805555555555554
gemma2-9b-it,693751,Uptown Funk - by Mark Ronson ft. Bruno Mars,TRUE,0.3333333333333333,1,0.5,0.7027777777777777
gemma2-9b-it,699107,Bohemian Rhapsody - by Queen,FALSE,0.2,1,0.33333333333333337,0.4722222222222222
gemma2-9b-it,699107,Party in the U.S.A. - by Miley Cyrus,TRUE,0.4,1,0.5714285714285715,0.37777777777777777
gemma2-9b-it,699107,Stairway to Heaven - by Led Zeppelin,FALSE,0.25,1,0.4,0.30833333333333335
gemma2-9b-it,699107,The Greatest - by Sia,TRUE,0.5,0.6666666666666666,0.5714285714285715,0.38333333333333336
gemma2-9b-it,701065,Can't Hold Us - by Macklemore & Ryan Lewis feat. Ray Dalton,TRUE,0.3333333333333333,1,0.5,0.725
gemma2-9b-it,701065,Clair de Lune - by Claude Debussy,FALSE,0,0,NA,1.0138888888888888
gemma2-9b-it,701065,Hallelujah - by Leonard Cohen,FALSE,0,0,NA,0.36944444444444446
gemma2-9b-it,701065,Titanium - by David Guetta feat. Sia,TRUE,0.25,1,0.4,0.5111111111111111
gemma2-9b-it,727748,Clair de Lune - by Claude Debussy,FALSE,0.25,1,0.4,0.6694444444444444
gemma2-9b-it,727748,Someone Like You - by Adele,FALSE,0,0,NA,0.4305555555555556
gemma2-9b-it,727748,The Anthem - by Good Charlotte,TRUE,0,0,NA,0.5361111111111111
gemma2-9b-it,727748,Welcome to the Black Parade - by My Chemical Romance,TRUE,0,0,NA,0.2611111111111111
gemma2-9b-it,727909,Despacito - by Luis Fonsi ft. Daddy Yankee,FALSE,0,0,NA,0.15555555555555553
gemma2-9b-it,727909,Fallen Angels - by Black Veil Brides,TRUE,0.3333333333333333,1,0.5,0.5972222222222221
gemma2-9b-it,727909,Happy - by Pharrell Williams,FALSE,0,0,NA,0.5027777777777778
gemma2-9b-it,727909,The Diary of Jane - by Breaking Benjamin,TRUE,0.3333333333333333,0.25,0.28571428571428575,-0.02777777777777775
gemma2-9b-it,750353,Drop It Low - by Ester Dean,TRUE,0,0,NA,0.3111111111111111
gemma2-9b-it,750353,Hallelujah - by Leonard Cohen,FALSE,0.3333333333333333,1,0.5,0.4722222222222222
gemma2-9b-it,750353,Someone Like You - by Adele,FALSE,0,0,NA,0.25277777777777777
gemma2-9b-it,750353,Turn Down for What - by DJ Snake & Lil Jon,TRUE,0.5,1,0.6666666666666666,0.49722222222222223
gemma2-9b-it,751832,Blurred Lines - by Robin Thicke ft. T.I. and Pharrell,TRUE,0,0,NA,0.6416666666666666
gemma2-9b-it,751832,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.5361111111111111
gemma2-9b-it,751832,Stairway to Heaven - by Led Zeppelin,FALSE,0,0,NA,0.17777777777777778
gemma2-9b-it,751832,Thrift Shop - by Macklemore & Ryan Lewis ft. Wanz,TRUE,0.25,1,0.4,0.6111111111111112
gemma2-9b-it,755179,Bad and Boujee - by Migos feat. Lil Uzi Vert,TRUE,0.25,1,0.4,0.38055555555555554
gemma2-9b-it,755179,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.3416666666666667
gemma2-9b-it,755179,HUMBLE. - by Kendrick Lamar,TRUE,0,0,NA,0.6277777777777778
gemma2-9b-it,755179,Someone Like You - by Adele,FALSE,0,0,NA,0.6055555555555555
gemma2-9b-it,783397,Electric Feel - by MGMT,TRUE,0,0,NA,0.11944444444444445
gemma2-9b-it,783397,Mr. Brightside - by The Killers,FALSE,0.3333333333333333,1,0.5,0.7805555555555554
gemma2-9b-it,783397,Seven Nation Army - by The White Stripes,FALSE,0.3333333333333333,1,0.5,0.35277777777777775
gemma2-9b-it,783397,The Night We Met - by Lord Huron,TRUE,0.3333333333333333,1,0.5,0.46388888888888885
gemma2-9b-it,808716,All We Got - by Chance The Rapper,TRUE,0.6666666666666666,1,0.8,0.6805555555555555
gemma2-9b-it,808716,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.13055555555555556
gemma2-9b-it,808716,Broccoli - by D.R.A.M. feat. Lil Yachty,TRUE,0.25,0.5,0.3333333333333333,0.5472222222222222
gemma2-9b-it,808716,Fake Plastic Trees - by Radiohead,FALSE,0,0,NA,0.4277777777777778
gemma2-9b-it,828407,Despacito - by Luis Fonsi ft. Daddy Yankee,FALSE,0,0,NA,0.18333333333333335
gemma2-9b-it,828407,Happy - by Pharrell Williams,FALSE,0,0,NA,0.6527777777777778
gemma2-9b-it,828407,Somebody's Watching Me - by Rockwell,TRUE,0,0,NA,0.4888888888888889
gemma2-9b-it,828407,This Is Halloween - by Danny Elfman,TRUE,0,0,NA,0.5333333333333333
gemma2-9b-it,833690,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.6833333333333333
gemma2-9b-it,833690,Closer - by The Chainsmokers ft. Halsey,TRUE,0,0,NA,0.5555555555555556
gemma2-9b-it,833690,Malibu - by Miley Cyrus,TRUE,0,0,NA,0.5222222222222223
gemma2-9b-it,833690,November Rain - by Guns N' Roses,FALSE,0,0,NA,-0.06388888888888891
gemma2-9b-it,838431,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.7472222222222222
gemma2-9b-it,838431,Coming of Age - by Foster the People,TRUE,0.5,1,0.6666666666666666,0.525
gemma2-9b-it,838431,Shelter Song - by  Temples,TRUE,1,0.6,0.7499999999999999,0.4388888888888889
gemma2-9b-it,838431,Stairway to Heaven - by Led Zeppelin,FALSE,0,0,NA,0.3861111111111111
gemma2-9b-it,858725,Amazing Grace - by Traditional,TRUE,1,1,1,0.3055555555555555
gemma2-9b-it,858725,Be Thou My Vision - by Celtic Thunder,TRUE,0.25,1,0.4,0.30833333333333335
gemma2-9b-it,858725,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.3472222222222222
gemma2-9b-it,858725,Lose Yourself - by Eminem,FALSE,0.5,1,0.6666666666666666,0.7638888888888887
gemma2-9b-it,901210,Battery - by Metallica,TRUE,1,0.5,0.6666666666666666,0.11944444444444445
gemma2-9b-it,901210,Bohemian Rhapsody - by Queen,FALSE,0.6666666666666666,0.4,0.5,0.08611111111111111
gemma2-9b-it,901210,Hallelujah - by Leonard Cohen,FALSE,0.5,0.2,0.28571428571428575,0.052777777777777785
gemma2-9b-it,901210,Master of Puppets - by Metallica,TRUE,1,0.6666666666666666,0.8,0.3055555555555556
gemma2-9b-it,901826,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,-0.013888888888888874
gemma2-9b-it,901826,Closer - by The Chainsmokers ft. Halsey,TRUE,0,0,NA,0.24722222222222223
gemma2-9b-it,901826,Stairway to Heaven - by Led Zeppelin,FALSE,0.2,1,0.33333333333333337,0.3361111111111111
gemma2-9b-it,901826,The Nights - by Avicii,TRUE,0.6666666666666666,1,0.8,0.6527777777777777
gemma2-9b-it,901947,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.3833333333333333
gemma2-9b-it,901947,Don't Stop Believin' - by Journey,TRUE,0,0,NA,-0.022222222222222213
gemma2-9b-it,901947,Hallelujah - by Leonard Cohen,FALSE,0,0,NA,0.4222222222222222
gemma2-9b-it,901947,Show Me Love - by Robin S.,TRUE,0,0,NA,0.3888888888888889
gemma2-9b-it,902402,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.5305555555555556
gemma2-9b-it,902402,Get Ur Freak On - by Missy Elliott,TRUE,0,0,NA,0.5777777777777777
gemma2-9b-it,902402,Hallelujah - by Leonard Cohen,FALSE,0,0,NA,0.32222222222222224
gemma2-9b-it,902402,Ignition (Remix) - by R. Kelly,TRUE,0,0,NA,0.5527777777777778
gemma2-9b-it,913475,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,-0.13611111111111107
gemma2-9b-it,913475,California Love - by 2Pac feat. Dr. Dre,TRUE,0.5,0.2,0.28571428571428575,0.175
gemma2-9b-it,913475,Mr. Brightside - by The Killers,FALSE,0.75,0.6,0.6666666666666665,0.24444444444444446
gemma2-9b-it,913475,The Next Episode - by Dr. Dre feat. Snoop Dogg,TRUE,0.75,0.6,0.6666666666666665,0.35277777777777775
gemma2-9b-it,918267,Cruise - by Florida Georgia Line,FALSE,0,0,NA,0.46111111111111114
gemma2-9b-it,918267,Die a Happy Man - by Thomas Rhett,TRUE,0,0,NA,0.4472222222222222
gemma2-9b-it,918267,Dirt Road Anthem - by Jason Aldean,FALSE,0,0,NA,0.45555555555555555
gemma2-9b-it,918267,I'm Gonna Miss Her (The Fishin' Song) - by Brad Paisley,TRUE,0.6666666666666666,1,0.8,0.37222222222222223
gemma2-9b-it,924282,Cherry Wine - by Hozier,TRUE,0.25,1,0.4,0.5777777777777778
gemma2-9b-it,924282,Happy - by Pharrell Williams,FALSE,0,0,NA,0.15833333333333333
gemma2-9b-it,924282,Ophelia - by The Lumineers,TRUE,1,1,1,0.6361111111111111
gemma2-9b-it,924282,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0,0,NA,0.1472222222222222
gemma2-9b-it,935018,Bohemian Rhapsody - by Queen,FALSE,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4361111111111111
gemma2-9b-it,935018,Diamonds - by Rihanna,TRUE,1,0.75,0.8571428571428571,0.5083333333333333
gemma2-9b-it,935018,Stairway to Heaven - by Led Zeppelin,FALSE,0.6,0.75,0.6666666666666665,0.33888888888888885
gemma2-9b-it,935018,We Found Love (feat. Calvin Harris) - by Rihanna,TRUE,1,1,1,0.3666666666666667
gemma2-9b-it,950280,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.16111111111111112
gemma2-9b-it,950280,"September - by Earth, Wind & Fire",TRUE,0,0,NA,0.6138888888888889
gemma2-9b-it,950280,Stairway to Heaven - by Led Zeppelin,FALSE,0,0,NA,0.3555555555555555
gemma2-9b-it,950280,Uptown Funk - by Mark Ronson ft. Bruno Mars,TRUE,0.25,0.5,0.3333333333333333,0.20555555555555557
gemma2-9b-it,961992,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.35277777777777775
gemma2-9b-it,961992,Cruise - by Florida Georgia Line,TRUE,0.5,1,0.6666666666666666,0.5277777777777777
gemma2-9b-it,961992,Lose Yourself to Dance - by Daft Punk ft. Pharrell Williams,FALSE,0,0,NA,0.4055555555555555
gemma2-9b-it,961992,"Take Me Home, Country Roads - by John Denver",TRUE,0,0,NA,0.0611111111111111
gemma2-9b-it,970319,Despacito - by Luis Fonsi ft. Daddy Yankee,FALSE,0.3333333333333333,1,0.5,0.3833333333333333
gemma2-9b-it,970319,Happy - by Pharrell Williams,FALSE,0.2,1,0.33333333333333337,0.26666666666666666
gemma2-9b-it,970319,Now We Are Free - by Hans Zimmer,TRUE,0.6666666666666666,0.5,0.5714285714285715,0.26944444444444443
gemma2-9b-it,970319,Time - by Hans Zimmer,TRUE,1,1,1,0.4583333333333333
gemma2-9b-it,976557,Mr. Brightside - by The Killers,FALSE,0.4,1,0.5714285714285715,0.3388888888888889
gemma2-9b-it,976557,Ramblin' Man - by The Allman Brothers Band,TRUE,0.2,1,0.33333333333333337,0.39444444444444443
gemma2-9b-it,976557,The Boxer - by Simon & Garfunkel,TRUE,0.3333333333333333,1,0.5,0.6472222222222221
gemma2-9b-it,976557,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0.25,1,0.4,0.35833333333333334
gemma2-9b-it,978945,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.35
gemma2-9b-it,978945,Mr. Brightside - by The Killers,FALSE,0,0,NA,0.3055555555555555
gemma2-9b-it,978945,Sweet Child o' Mine - by Guns N' Roses,TRUE,0.3333333333333333,1,0.5,0.6138888888888889
gemma2-9b-it,978945,Take On Me - by a-ha,TRUE,0,0,NA,0.4138888888888888
gemma2-9b-it,989414,Electric Feel - by MGMT,TRUE,0.2,0.5,0.28571428571428575,0.20833333333333331
gemma2-9b-it,989414,Lost in My Mind - by The Head and the Heart,TRUE,0.6666666666666666,1,0.8,0.6916666666666667
gemma2-9b-it,989414,Mr. Brightside - by The Killers,FALSE,0,0,NA,0.32777777777777783
gemma2-9b-it,989414,Seven Nation Army - by The White Stripes,FALSE,0,0,NA,0.17777777777777778
gpt-4o-2024-08-06,12377,Antidote - by Travis Scott,TRUE,0.5,1,0.6666666666666666,0.5972222222222221
gpt-4o-2024-08-06,12377,Rolling in the Deep - by Adele,FALSE,0.2,1,0.33333333333333337,0.5888888888888889
gpt-4o-2024-08-06,12377,Shape of You - by Ed Sheeran,FALSE,1,1,1,0.6
gpt-4o-2024-08-06,12377,Ultimate - by Denzel Curry,TRUE,0.5,0.5,0.5,0.7
gpt-4o-2024-08-06,39560,Fix You - by Coldplay,TRUE,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.29722222222222217
gpt-4o-2024-08-06,39560,Happy - by Pharrell Williams,FALSE,0.3333333333333333,1,0.5,0.7583333333333333
gpt-4o-2024-08-06,39560,Someone Like You - by Adele,TRUE,0.5,1,0.6666666666666666,0.8666666666666666
gpt-4o-2024-08-06,39560,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0.25,1,0.4,0.5694444444444444
gpt-4o-2024-08-06,47551,Blinding Lights - by The Weeknd,FALSE,1,0.6666666666666666,0.8,0.35
gpt-4o-2024-08-06,47551,Shape of You - by Ed Sheeran,FALSE,1,0.5,0.6666666666666666,0.6499999999999999
gpt-4o-2024-08-06,47551,So What - by Miles Davis,TRUE,1,0.5,0.6666666666666666,0.6638888888888889
gpt-4o-2024-08-06,47551,Take Five - by The Dave Brubeck Quartet,TRUE,1,0.6666666666666666,0.8,0.6
gpt-4o-2024-08-06,66462,Happy - by Pharrell Williams,TRUE,0.5,0.3333333333333333,0.4,0.8555555555555554
gpt-4o-2024-08-06,66462,Someone Like You - by Adele,FALSE,0.75,1,0.8571428571428571,0.5
gpt-4o-2024-08-06,66462,The Sound of Silence - by Simon & Garfunkel,FALSE,0.5,0.5,0.5,0.23333333333333336
gpt-4o-2024-08-06,66462,Uptown Funk - by Mark Ronson ft. Bruno Mars,TRUE,0.75,0.75,0.75,0.6777777777777777
gpt-4o-2024-08-06,70116,Electric Feel - by MGMT,TRUE,1,1,1,0.6388888888888888
gpt-4o-2024-08-06,70116,Retrograde - by James Blake,TRUE,0.3333333333333333,0.5,0.4,1.0194444444444444
gpt-4o-2024-08-06,70116,Shake It Off - by Taylor Swift,FALSE,0.25,1,0.4,0.35
gpt-4o-2024-08-06,70116,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0.5,0.5,0.5,-0.08611111111111111
gpt-4o-2024-08-06,72304,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.48333333333333334
gpt-4o-2024-08-06,72304,Clair de Lune - by Claude Debussy,FALSE,1,0.6666666666666666,0.8,0.5805555555555556
gpt-4o-2024-08-06,72304,Shut Up and Dance - by WALK THE MOON,TRUE,0.6666666666666666,0.4,0.5,-0.03611111111111113
gpt-4o-2024-08-06,72304,Uptown Funk - by Mark Ronson ft. Bruno Mars,TRUE,0.75,1,0.8571428571428571,0.40277777777777773
gpt-4o-2024-08-06,97461,Happy - by Pharrell Williams,FALSE,1,0.16666666666666666,0.2857142857142857,1
gpt-4o-2024-08-06,97461,Head in the Ceiling Fan - by Title Fight,TRUE,1,0.8333333333333334,0.9090909090909091,0.6138888888888888
gpt-4o-2024-08-06,97461,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,1,0.8333333333333334,0.9090909090909091,0.5777777777777778
gpt-4o-2024-08-06,97461,Your Graduation - by Modern Baseball,TRUE,1,0.5,0.6666666666666666,0.29722222222222217
gpt-4o-2024-08-06,101440,Scars - by James Bay,TRUE,1,0.5,0.6666666666666666,0.5027777777777778
gpt-4o-2024-08-06,101440,Shape of You - by Ed Sheeran,FALSE,1,0.16666666666666666,0.2857142857142857,0.9583333333333331
gpt-4o-2024-08-06,101440,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,1,0.6666666666666666,0.8,0.20555555555555555
gpt-4o-2024-08-06,101440,Us - by James Bay,TRUE,1,0.6666666666666666,0.8,0.3472222222222222
gpt-4o-2024-08-06,105584,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.39444444444444443
gpt-4o-2024-08-06,105584,God's Not Dead (Like a Lion) - by Newsboys,TRUE,0.6666666666666666,0.5,0.5714285714285715,0.23055555555555554
gpt-4o-2024-08-06,105584,Shape of You - by Ed Sheeran,FALSE,0.3333333333333333,1,0.5,0.4444444444444444
gpt-4o-2024-08-06,105584,Who You Say I Am - by Hillsong Worship,TRUE,1,0.6666666666666666,0.8,0.8222222222222222
gpt-4o-2024-08-06,108488,Heartbeats - by José González,TRUE,1,0.75,0.8571428571428571,0.6222222222222222
gpt-4o-2024-08-06,108488,Holocene - by Bon Iver,TRUE,0.75,0.75,0.75,0.3305555555555555
gpt-4o-2024-08-06,108488,Thunderstruck - by AC/DC,FALSE,0.75,0.6,0.6666666666666665,0.016666666666666663
gpt-4o-2024-08-06,108488,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0.6666666666666666,0.4,0.5,-0.1638888888888889
gpt-4o-2024-08-06,121994,Back to December - by Taylor Swift,TRUE,0.25,0.3333333333333333,0.28571428571428575,0.2138888888888889
gpt-4o-2024-08-06,121994,Bohemian Rhapsody - by Queen,FALSE,1,0.6,0.7499999999999999,0.4416666666666667
gpt-4o-2024-08-06,121994,Hotline Bling - by Drake,TRUE,0.25,1,0.4,0.5583333333333333
gpt-4o-2024-08-06,121994,Shape of You - by Ed Sheeran,FALSE,1,0.6,0.7499999999999999,0.5055555555555555
gpt-4o-2024-08-06,122684,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.5722222222222222
gpt-4o-2024-08-06,122684,Don't Let Me Down - by The Chainsmokers,TRUE,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5722222222222222
gpt-4o-2024-08-06,122684,Symphony No. 5 - by Ludwig van Beethoven,FALSE,0,0,NA,0.3083333333333333
gpt-4o-2024-08-06,122684,This Girl - by Kungs vs Cookin' on 3 Burners,TRUE,0.8,1,0.888888888888889,0.39166666666666666
gpt-4o-2024-08-06,124069,Budapest - by George Ezra,TRUE,0.3333333333333333,0.25,0.28571428571428575,0.4222222222222222
gpt-4o-2024-08-06,124069,Heartbeats - Acoustic - by José González,TRUE,1,1,1,0.39722222222222225
gpt-4o-2024-08-06,124069,Thunderstruck - by AC/DC,FALSE,0.5,1,0.6666666666666666,0.8972222222222221
gpt-4o-2024-08-06,124069,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0.5,1,0.6666666666666666,0.7944444444444443
gpt-4o-2024-08-06,126329,Can't Stop the Feeling! - by Justin Timberlake,TRUE,0.5,0.3333333333333333,0.4,0.7722222222222221
gpt-4o-2024-08-06,126329,Someone Like You - by Adele,FALSE,1,1,1,0.7972222222222222
gpt-4o-2024-08-06,126329,The Sound of Silence - by Simon & Garfunkel,FALSE,0.3333333333333333,1,0.5,0.9083333333333332
gpt-4o-2024-08-06,126329,Uptown Funk - by Mark Ronson ft. Bruno Mars,TRUE,1,0.3333333333333333,0.5,0.3694444444444444
gpt-4o-2024-08-06,127088,Clair de Lune - by Claude Debussy,FALSE,0.3333333333333333,1,0.5,0.8916666666666666
gpt-4o-2024-08-06,127088,Flight of the Bumblebee - by Rimsky-Korsakov,FALSE,0.2,1,0.33333333333333337,0.28888888888888886
gpt-4o-2024-08-06,127088,I Will Survive - by Gloria Gaynor,TRUE,0.75,0.6,0.6666666666666665,0.8944444444444444
gpt-4o-2024-08-06,127088,Sweet Caroline - by Neil Diamond,TRUE,1,0.6,0.7499999999999999,0.7194444444444444
gpt-4o-2024-08-06,129906,Bohemian Rhapsody - by Queen,FALSE,0.3333333333333333,1,0.5,0.5722222222222222
gpt-4o-2024-08-06,129906,Jingle Bells - by Bing Crosby,FALSE,0.25,1,0.4,0.5416666666666666
gpt-4o-2024-08-06,129906,Safe and Sound - by Capital Cities,TRUE,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7416666666666667
gpt-4o-2024-08-06,129906,Wake Me Up - by Avicii,TRUE,1,1,1,0.6416666666666666
gpt-4o-2024-08-06,136224,Ain't No Mountain High Enough - by Marvin Gaye & Tammi Terrell,TRUE,1,1,1,0.7833333333333333
gpt-4o-2024-08-06,136224,Blinding Lights - by The Weeknd,FALSE,1,1,1,1
gpt-4o-2024-08-06,136224,My Girl - by The Temptations,TRUE,1,1,1,0.5944444444444444
gpt-4o-2024-08-06,136224,Shape of You - by Ed Sheeran,FALSE,1,0.5,0.6666666666666666,1.0194444444444444
gpt-4o-2024-08-06,138649,Heartbeats - by José González,TRUE,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
gpt-4o-2024-08-06,138649,Holocene - by Bon Iver,TRUE,0.75,1,0.8571428571428571,0.46388888888888885
gpt-4o-2024-08-06,138649,Party in the USA - by Miley Cyrus,FALSE,1,0.5,0.6666666666666666,0.6916666666666665
gpt-4o-2024-08-06,138649,Uptown Funk - by Mark Ronson ft. Bruno Mars,FALSE,0,0,NA,0.14444444444444443
gpt-4o-2024-08-06,148000,Lullaby - by The Cure,FALSE,1,0.5,0.6666666666666666,0.4527777777777778
gpt-4o-2024-08-06,148000,Sleep - by My Chemical Romance,FALSE,1,0.5,0.6666666666666666,0.4527777777777778
gpt-4o-2024-08-06,148000,Wake Up - by Arcade Fire,TRUE,1,0.6666666666666666,0.8,0.11666666666666667
gpt-4o-2024-08-06,148000,Wake Up - by Rage Against the Machine,TRUE,1,0.8333333333333334,0.9090909090909091,0.30000000000000004
gpt-4o-2024-08-06,157594,Animals - by Martin Garrix,TRUE,0.75,1,0.8571428571428571,0.5194444444444444
gpt-4o-2024-08-06,157594,Shape of You - by Ed Sheeran,FALSE,0.5,1,0.6666666666666666,0.7888888888888889
gpt-4o-2024-08-06,157594,Someone Like You - by Adele,FALSE,0,0,NA,-0.18055555555555555
gpt-4o-2024-08-06,157594,Titanium (feat. Sia) - by David Guetta,TRUE,0.25,0.3333333333333333,0.28571428571428575,0.022222222222222216
gpt-4o-2024-08-06,170573,Body Like a Back Road - by Sam Hunt,TRUE,0.6666666666666666,0.5,0.5714285714285715,0.6916666666666665
gpt-4o-2024-08-06,170573,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.7888888888888888
gpt-4o-2024-08-06,170573,Congratulations - by Post Malone,TRUE,0.25,0.5,0.3333333333333333,0.4555555555555555
gpt-4o-2024-08-06,170573,Jingle Bells - by Bing Crosby,FALSE,0.3333333333333333,1,0.5,0.4666666666666666
gpt-4o-2024-08-06,172412,Bohemian Rhapsody - by Queen,FALSE,1,0.6666666666666666,0.8,0.8611111111111112
gpt-4o-2024-08-06,172412,Can't Stop the Feeling! - by Justin Timberlake,TRUE,1,0.5,0.6666666666666666,0.06666666666666665
gpt-4o-2024-08-06,172412,Ride - by Twenty One Pilots,TRUE,0.3333333333333333,0.5,0.4,0.8444444444444443
gpt-4o-2024-08-06,172412,Someone Like You - by Adele,FALSE,1,0.5,0.6666666666666666,0.058333333333333334
gpt-4o-2024-08-06,173203,Clair de Lune - by Claude Debussy,FALSE,0.16666666666666666,1,0.2857142857142857,0.2666666666666666
gpt-4o-2024-08-06,173203,Enter Sandman - by Metallica,FALSE,0,0,NA,0.7277777777777777
gpt-4o-2024-08-06,173203,Love Me Like You Do - by Ellie Goulding,TRUE,0.5,1,0.6666666666666666,0.5194444444444444
gpt-4o-2024-08-06,173203,Shout Out to My Ex - by Little Mix,TRUE,0.5,1,0.6666666666666666,0.4277777777777778
gpt-4o-2024-08-06,202997,Bohemian Rhapsody - by Queen,FALSE,0,0,NA,0.06666666666666667
