model,uid,recommendation,variable,value
llama3-70b-8192,122086,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,-0.11666666666666667
llama3-70b-8192,122086,The Historian - by Elizabeth Kostova,liked_book_1,0.08333333333333333
llama3-70b-8192,122086,The Name of the Rose - by Umberto Eco,liked_book_1,0.26666666666666666
llama3-70b-8192,123988,The 4-Hour Work Week - by Timothy Ferriss,liked_book_1,0.0
llama3-70b-8192,123988,The Oxford English Dictionary - by John Simpson,liked_book_1,0.15
llama3-70b-8192,123988,The Power Broker - by Robert Caro,liked_book_1,0.16666666666666666
llama3-70b-8192,123988,The Stinky Cheese Man and Other Fairly Stupid Tales - by Jon Scieszka,liked_book_1,0.16666666666666666
llama3-70b-8192,124233,Diaspora - by Greg Egan,liked_book_1,0.39999999999999997
llama3-70b-8192,124233,The Grand Sophy - by Georgette Heyer,liked_book_1,0.05
llama3-70b-8192,124233,The Left Hand of Darkness - by Ursula K. Le Guin,liked_book_1,0.7166666666666666
llama3-70b-8192,124233,The Silent Patient - by Alex Michaelides,liked_book_1,-0.03333333333333333
llama3-70b-8192,125396,Ramona the Pest - by Beverly Cleary,liked_book_1,0.44999999999999996
llama3-70b-8192,125396,The Mouse and the Motorcycle - by Beverly Cleary,liked_book_1,0.8499999999999999
llama3-70b-8192,125396,The One and Only Ivan - by Katherine Applegate,liked_book_1,0.2833333333333333
llama3-70b-8192,125396,The Tale of Despereaux - by Kate DiCamillo,liked_book_1,0.3833333333333333
llama3-70b-8192,126814,The Mists of Avalon - by Marion Zimmer Bradley,liked_book_1,0.016666666666666666
llama3-70b-8192,126814,The New Seed Starter's Handbook - by Nancy Bubel,liked_book_1,0.16666666666666666
llama3-70b-8192,126814,The Night Circus - by Erin Morgenstern,liked_book_1,0.06666666666666667
llama3-70b-8192,126814,The Spiral Dance - by Starhawk,liked_book_1,-0.06666666666666667
llama3-70b-8192,127481,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World - by Tracy Kidder",liked_book_1,0.23333333333333334
llama3-70b-8192,127481,The 7 Habits of Highly Effective People - by Stephen Covey,liked_book_1,0.0
llama3-70b-8192,127481,The Immortal Life of Henrietta Lacks - by Rebecca Skloot,liked_book_1,0.03333333333333333
llama3-70b-8192,127481,The One Minute Manager - by Ken Blanchard,liked_book_1,0.11666666666666667
llama3-70b-8192,127914,Bridges of Madison County - by Robert James Waller,liked_book_1,0.21666666666666667
llama3-70b-8192,127914,Into the Wild - by Jon Krakauer,liked_book_1,0.21666666666666667
llama3-70b-8192,127914,The Dark Half - by Stephen King,liked_book_1,0.016666666666666666
llama3-70b-8192,127914,The Joy Luck Club - by Amy Tan,liked_book_1,0.0
llama3-70b-8192,130157,R Is for Ricochet - by Sue Grafton,liked_book_1,0.16666666666666666
llama3-70b-8192,130157,The Devil Crept In - by Ania Ahlborn,liked_book_1,0.09999999999999999
llama3-70b-8192,130157,The Guardian - by Nicholas Sparks,liked_book_1,0.16666666666666666
llama3-70b-8192,130157,The Poison Tree - by Erin Kelly,liked_book_1,-0.13333333333333333
llama3-70b-8192,136193,The Brief Wondrous Life of Oscar Wao - by Junot Díaz,liked_book_1,0.016666666666666666
llama3-70b-8192,136193,The Girl with the Pearl Earring - by Tracy Chevalier,liked_book_1,0.13333333333333333
llama3-70b-8192,136193,The Historian - by Elizabeth Kostova,liked_book_1,-0.08333333333333333
llama3-70b-8192,136193,The Secret History - by Donna Tartt,liked_book_1,-0.21666666666666665
llama3-70b-8192,137803,The Death of the Heart - by Elizabeth Bowen,liked_book_1,0.06666666666666667
llama3-70b-8192,137803,The Dragon's Path - by Daniel Abraham,liked_book_1,0.2833333333333333
llama3-70b-8192,137803,The Last Unicorn - by Peter S. Beagle,liked_book_1,0.6166666666666666
llama3-70b-8192,137803,The Metamorphosis - by Franz Kafka,liked_book_1,0.0
llama3-70b-8192,139206,The Devil Wears Prada - by Lauren Weisberger,liked_book_1,1.3877787807814457e-17
llama3-70b-8192,139206,The Historian - by Elizabeth Kostova,liked_book_1,-0.01666666666666667
llama3-70b-8192,139206,The Horse Whisperer - by Nicholas Evans,liked_book_1,0.0
llama3-70b-8192,139206,The Notebook - by Nicholas Sparks,liked_book_1,0.31666666666666665
llama3-70b-8192,142076,Catch-22 - by Joseph Heller,liked_book_1,0.0
llama3-70b-8192,142076,The Da Vinci Code - by Dan Brown,liked_book_1,0.2833333333333333
llama3-70b-8192,142076,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.19999999999999998
llama3-70b-8192,142076,The Power and the Glory - by Graham Greene,liked_book_1,-0.1
llama3-70b-8192,142772,The Cowboy's Christmas Baby - by Carla Cassidy,liked_book_1,0.16666666666666666
llama3-70b-8192,142772,The Last Letter from Your Lover - by Lucinda Riley,liked_book_1,0.15
llama3-70b-8192,142772,The Notebook - by Nicholas Sparks,liked_book_1,0.1333333333333333
llama3-70b-8192,142772,The Rancher's Christmas Song - by RaeAnne Thayne,liked_book_1,0.2833333333333333
llama3-70b-8192,147045,Fried Green Tomatoes at the Whistle Stop Cafe - by Fannie Flagg,liked_book_1,0.5833333333333333
llama3-70b-8192,147045,The Girl with the Pearl Earring - by Judy Chicago,liked_book_1,0.16666666666666666
llama3-70b-8192,147045,The Great Gatsby - by F. Scott Fitzgerald,liked_book_1,0.0
llama3-70b-8192,147045,The Stinky Cheese Man and Other Fairly Stupid Tales - by Jon Scieszka,liked_book_1,-0.016666666666666666
llama3-70b-8192,147307,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,liked_book_1,0.03333333333333333
llama3-70b-8192,147307,The Nightingale - by Kristin Hannah,liked_book_1,0.0
llama3-70b-8192,147307,The Notebook - by Nicholas Sparks,liked_book_1,-0.08333333333333333
llama3-70b-8192,147307,The Wedding Planner - by Jennifer Weiner,liked_book_1,0.15
llama3-70b-8192,148121,Beloved - by Toni Morrison,liked_book_1,0.016666666666666666
llama3-70b-8192,148121,The Inn at Eagle Point - by Sherryl Woods,liked_book_1,0.18333333333333332
llama3-70b-8192,148121,The Obsession - by Nora Roberts,liked_book_1,0.44999999999999996
llama3-70b-8192,148121,The World According to Garp - by John Irving,liked_book_1,-0.06666666666666667
llama3-70b-8192,155680,Foundation - by Isaac Asimov,liked_book_1,0.0
llama3-70b-8192,155680,Heart of Darkness - by Joseph Conrad,liked_book_1,0.9333333333333332
llama3-70b-8192,155680,The Forest House - by Marion Zimmer Bradley,liked_book_1,0.19999999999999998
llama3-70b-8192,155680,The Left Hand of Darkness - by Ursula K. Le Guin,liked_book_1,0.0
llama3-70b-8192,159506,Snow Crash - by Neal Stephenson,liked_book_1,0.0
llama3-70b-8192,159506,The Da Vinci Code - by Dan Brown,liked_book_1,0.26666666666666666
llama3-70b-8192,159506,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.6666666666666666
llama3-70b-8192,159506,The Old Man and the Sea - by Ernest Hemingway,liked_book_1,0.19999999999999998
llama3-70b-8192,161037,Intensity - by Dean Koontz,liked_book_1,-0.03333333333333333
llama3-70b-8192,161037,The Obsession - by Nora Roberts,liked_book_1,0.35
llama3-70b-8192,161037,The Shining - by Stephen King,liked_book_1,0.016666666666666666
llama3-70b-8192,161037,The Witness - by Nora Roberts,liked_book_1,-0.01666666666666666
llama3-70b-8192,162980,The Da Vinci Code - by Dan Brown,liked_book_1,0.16666666666666666
llama3-70b-8192,162980,The Face of Fear - by Dean R. Koontz,liked_book_1,0.16666666666666666
llama3-70b-8192,162980,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.43333333333333335
llama3-70b-8192,162980,The Witch Elm - by Tana French,liked_book_1,-0.01666666666666667
llama3-70b-8192,167012,The Da Vinci Code - by Dan Brown,liked_book_1,0.24999999999999997
llama3-70b-8192,167012,The Elegance of the Hedgehog - by Muriel Barbery,liked_book_1,0.1333333333333333
llama3-70b-8192,167012,The Historian - by Elizabeth Kostova,liked_book_1,0.4
llama3-70b-8192,167012,The Particular Sadness of Lemon Cake - by Aimee Bender,liked_book_1,0.09999999999999999
llama3-70b-8192,167587,The Da Vinci Code - by Dan Brown,liked_book_1,0.3
llama3-70b-8192,167587,The Devil Wears Prada - by Lauren Weisberger,liked_book_1,0.18333333333333332
llama3-70b-8192,167587,The Historian - by Elizabeth Kostova,liked_book_1,0.21666666666666667
llama3-70b-8192,167587,The Notebook - by Nicholas Sparks,liked_book_1,0.05
llama3-70b-8192,171045,The Brief Wondrous Life of Oscar Wao - by Junot Díaz,liked_book_1,0.7499999999999999
llama3-70b-8192,171045,The Historian - by Elizabeth Kostova,liked_book_1,0.18333333333333332
llama3-70b-8192,171045,The Poet - by Michael Connelly,liked_book_1,0.18333333333333332
llama3-70b-8192,171045,The Silence of the Lambs - by Thomas Harris,liked_book_1,0.08333333333333334
llama3-70b-8192,187990,One for the Money - by Janet Evanovich,liked_book_1,0.3333333333333333
llama3-70b-8192,187990,The Da Vinci Code - by Dan Brown,liked_book_1,-0.13333333333333333
llama3-70b-8192,187990,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.08333333333333331
llama3-70b-8192,187990,The Murder on the Links - by Agatha Christie,liked_book_1,0.03333333333333333
llama3-70b-8192,195694,The Brief Wondrous Life of Oscar Wao - by Junot Díaz,liked_book_1,0.13333333333333333
llama3-70b-8192,195694,The Golden Compass - by Philip Pullman,liked_book_1,0.2666666666666666
llama3-70b-8192,195694,The Historian - by Elizabeth Kostova,liked_book_1,0.36666666666666664
llama3-70b-8192,195694,The Night Circus - by Erin Morgenstern,liked_book_1,0.44999999999999996
llama3-70b-8192,196106,The Black Moth - by Georgette Heyer,liked_book_1,0.01666666666666667
llama3-70b-8192,196106,The Bronze Horseman - by Paullina Simons,liked_book_1,0.06666666666666667
llama3-70b-8192,196106,The Reluctant Widow - by Joanna Lindsey,liked_book_1,0.03333333333333333
llama3-70b-8192,196106,The Wolf and the Dove - by Kathleen E. Woodiwiss,liked_book_1,-0.03333333333333333
llama3-70b-8192,196502,The Bridges of Madison County - by Robert James Waller,liked_book_1,0.3
llama3-70b-8192,196502,The Handmaid's Tale - by Margaret Atwood,liked_book_1,0.23333333333333334
llama3-70b-8192,196502,The Notebook - by Nicholas Sparks,liked_book_1,0.41666666666666663
llama3-70b-8192,196502,The Sixth Extinction: An Unnatural History - by Elizabeth Kolbert,liked_book_1,0.19999999999999998
llama3-70b-8192,198213,The Giver - by Lois Lowry,liked_book_1,0.36666666666666664
llama3-70b-8192,198213,The Hitchhiker's Guide to the Galaxy - by Douglas Adams,liked_book_1,0.05
llama3-70b-8192,198213,The Witch of Blackbird Pond - by Elizabeth George Speare,liked_book_1,0.5166666666666666
llama3-70b-8192,198213,Wild: From Lost to Found on the Pacific Crest Trail - by Cheryl Strayed,liked_book_1,0.016666666666666666
llama3-70b-8192,198969,The Handmaid's Tale - by Margaret Atwood,liked_book_1,0.0
llama3-70b-8192,198969,The Happiness Project - by Gretchen Rubin,liked_book_1,0.2833333333333333
llama3-70b-8192,198969,The Notebook - by Nicholas Sparks,liked_book_1,0.19999999999999998
llama3-70b-8192,198969,The Power - by Naomi Alderman,liked_book_1,0.016666666666666666
llama3-70b-8192,203910,Charlotte's Web - by E.B. White,liked_book_1,0.18333333333333332
llama3-70b-8192,203910,The Art of Karate - by Hidetaka Nishiyama,liked_book_1,0.23333333333333334
llama3-70b-8192,203910,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.1
llama3-70b-8192,203910,The Notebook - by Nicholas Sparks,liked_book_1,0.0
llama3-70b-8192,204964,Maus I: A Survivor's Tale - by Art Spiegelman,liked_book_1,0.15
llama3-70b-8192,204964,The Bell Jar - by Sylvia Plath,liked_book_1,0.05
llama3-70b-8192,204964,The Da Vinci Code - by Dan Brown,liked_book_1,0.05000000000000002
llama3-70b-8192,204964,The Historian - by Elizabeth Kostova,liked_book_1,0.31666666666666665
llama3-70b-8192,210597,A Brief History of Time - by Stephen Hawking,liked_book_1,0.033333333333333326
llama3-70b-8192,210597,"Good Omens - by Terry Pratchett, Neil Gaiman",liked_book_1,0.06666666666666667
llama3-70b-8192,210597,"The C Programming Language - by Brian Kernighan, Dennis Ritchie",liked_book_1,0.16666666666666666
llama3-70b-8192,210597,The Rosie Project - by Graeme Simsion,liked_book_1,0.06666666666666667
llama3-70b-8192,211303,The Bridges of Madison County - by Robert James Waller,liked_book_1,0.25
llama3-70b-8192,211303,The Celestine Prophecy - by James Redfield,liked_book_1,0.41666666666666663
llama3-70b-8192,211303,The Immortal Life of Henrietta Lacks - by Rebecca Skloot,liked_book_1,-0.03333333333333333
llama3-70b-8192,211303,The Power Broker: Robert Moses and the Fall of New York - by Robert A. Caro,liked_book_1,0.016666666666666666
llama3-70b-8192,212002,The Day of the Jackal - by Frederick Forsyth,liked_book_1,0.5166666666666666
llama3-70b-8192,212002,The Eagle Has Landed - by Jack Higgins,liked_book_1,0.6333333333333333
llama3-70b-8192,212002,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.0
llama3-70b-8192,212002,The Silence of the Grave - by Arnaldur Indriðason,liked_book_1,0.08333333333333334
llama3-70b-8192,212645,The Giving Tree - by Shel Silverstein,liked_book_1,0.3333333333333333
llama3-70b-8192,212645,The Little Prince - by Antoine de Saint-Exupéry,liked_book_1,0.31666666666666665
llama3-70b-8192,212645,The Phantom Tollbooth - by Norton Juster,liked_book_1,0.0
llama3-70b-8192,212645,The Tale of Despereaux - by Kate DiCamillo,liked_book_1,0.08333333333333334
llama3-70b-8192,214272,The Brief Wondrous Life of Oscar Wao - by Junot Díaz,liked_book_1,0.3
llama3-70b-8192,214272,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer,liked_book_1,0.0
llama3-70b-8192,214272,The Particular Sadness of Lemon Cake - by Aimee Bender,liked_book_1,0.21666666666666667
llama3-70b-8192,214272,The Storied Life of A.J. Fikry - by Gabrielle Zevin,liked_book_1,0.016666666666666666
llama3-70b-8192,215421,The Beekeeper's Apprentice - by Laurie R. King,liked_book_1,0.19999999999999998
llama3-70b-8192,215421,The Da Vinci Code - by Dan Brown,liked_book_1,0.3333333333333333
llama3-70b-8192,215421,The Historian - by Elizabeth Kostova,liked_book_1,0.9833333333333332
llama3-70b-8192,215421,The No. 1 Ladies' Detective Agency - by Alexander McCall Smith,liked_book_1,0.0
llama3-70b-8192,221672,The Da Vinci Code - by Dan Brown,liked_book_1,-6.938893903907228e-18
llama3-70b-8192,221672,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.26666666666666666
llama3-70b-8192,221672,The Historian - by Elizabeth Kostova,liked_book_1,0.01666666666666667
llama3-70b-8192,221672,The Name of the Rose - by Umberto Eco,liked_book_1,-0.13333333333333333
llama3-70b-8192,223210,The Corrections - by Jonathan Franzen,liked_book_1,0.7333333333333333
llama3-70b-8192,223210,The Historian - by Elizabeth Kostova,liked_book_1,0.6499999999999999
llama3-70b-8192,223210,The Lake House - by Kate Morton,liked_book_1,0.16666666666666666
llama3-70b-8192,223210,The Nightingale - by Kristin Hannah,liked_book_1,0.23333333333333334
llama3-70b-8192,224340,"Gone, Baby, Gone - by Dennis Lehane",liked_book_1,-0.05
llama3-70b-8192,224340,The 5th Horseman - by James Patterson,liked_book_1,0.5
llama3-70b-8192,224340,The Devil in the White City - by Erik Larson,liked_book_1,0.0
llama3-70b-8192,224340,The Vanished Man - by Jeffery Deaver,liked_book_1,0.31666666666666665
llama3-70b-8192,229478,The Devil Wears Prada - by Lauren Weisberger,liked_book_1,0.16666666666666666
llama3-70b-8192,229478,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,-0.03333333333333333
llama3-70b-8192,229478,The Historian - by Elizabeth Kostova,liked_book_1,0.016666666666666666
llama3-70b-8192,229478,The Interpretation of Dreams - by Sigmund Freud,liked_book_1,0.23333333333333334
llama3-70b-8192,231264,A Quick Bite - by Lynsay Sands,liked_book_1,0.7499999999999999
llama3-70b-8192,231264,The Beyonders - by Brandon Mull,liked_book_1,0.0
llama3-70b-8192,231264,The Duke's Wager - by Edith Layton,liked_book_1,-0.1
llama3-70b-8192,231264,The Sisters Grimm - by Michael Buckley,liked_book_1,-0.06666666666666667
llama3-70b-8192,236172,The Deep - by Peter Benchley,liked_book_1,0.05
llama3-70b-8192,236172,The Joy of Cooking - by Irma S. Rombauer,liked_book_1,0.19999999999999998
llama3-70b-8192,236172,The Pelican Brief - by John Grisham,liked_book_1,-0.03333333333333333
llama3-70b-8192,236172,The South Beach Diet - by Arthur Agatston,liked_book_1,-0.05
llama3-70b-8192,238630,The Bell Jar - by Sylvia Plath,liked_book_1,0.01666666666666667
llama3-70b-8192,238630,The Da Vinci Code - by Dan Brown,liked_book_1,0.24999999999999997
llama3-70b-8192,238630,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.16666666666666666
llama3-70b-8192,238630,The House on Mango Street - by Sandra Cisneros,liked_book_1,0.03333333333333333
llama3-70b-8192,238864,The Da Vinci Code - by Dan Brown,liked_book_1,0.18333333333333332
llama3-70b-8192,238864,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.06666666666666665
llama3-70b-8192,238864,The Power and the Glory - by Graham Greene,liked_book_1,0.0
llama3-70b-8192,238864,The Tenant of Wildfell Hall - by Anne Bronte,liked_book_1,0.05
llama3-70b-8192,240700,The Disreputable History of Frankie Landau-Banks - by E. Lockhart,liked_book_1,0.16666666666666666
llama3-70b-8192,240700,The Duff: Designated Ugly Fat Friend - by Kody Keplinger,liked_book_1,0.26666666666666666
llama3-70b-8192,240700,The Girl Who Drank the Moon - by Kelly Barnhill,liked_book_1,-0.08333333333333334
llama3-70b-8192,240700,The School for Good and Evil - by Soman Chainani,liked_book_1,0.11666666666666665
llama3-70b-8192,253403,"Cryptography Engineering - by Niels Ferguson, Bruce Schneier, Tadayoshi Kohno",liked_book_1,0.0
llama3-70b-8192,253403,The Devil Wears Prada - by Lauren Weisberger,liked_book_1,0.7166666666666666
llama3-70b-8192,253403,The House of the Spirits - by Isabel Allende,liked_book_1,0.18333333333333332
llama3-70b-8192,253403,The Martian - by Andy Weir,liked_book_1,0.0
llama3-70b-8192,254995,A Short History of Nearly Everything - by Bill Bryson,liked_book_1,0.19999999999999998
llama3-70b-8192,254995,The Da Vinci Code - by Dan Brown,liked_book_1,0.16666666666666663
llama3-70b-8192,254995,The Girl with the Dragon Tattoo - by Stieg Larsson,liked_book_1,0.19999999999999998
llama3-70b-8192,254995,The Hitchhiker's Guide to the Galaxy - by Douglas Adams,liked_book_1,0.36666666666666664
llama3-70b-8192,258011,The 4-Hour Work Week - by Timothy Ferriss,liked_book_1,0.16666666666666666
llama3-70b-8192,258011,The Audacity of Hope - by Barack Obama,liked_book_1,0.19999999999999998
llama3-70b-8192,258011,The Brief Wondrous Life of Oscar Wao - by Junot Díaz,liked_book_1,0.06666666666666667
llama3-70b-8192,258011,The God of Small Things - by Arundhati Roy,liked_book_1,-0.06666666666666667
llama3-70b-8192,259259,The Da Vinci Code - by Dan Brown,liked_book_1,0.01666666666666667
llama3-70b-8192,259259,The Historian - by Elizabeth Kostova,liked_book_1,-0.03333333333333334
llama3-70b-8192,259259,The Lincoln Lawyer - by Michael Connelly,liked_book_1,0.2833333333333333
llama3-70b-8192,259259,The Night Circus - by Erin Morgenstern,liked_book_1,-0.06666666666666667
llama3-70b-8192,259264,Private Parts - by Howard Stern,liked_book_1,0.5666666666666667
llama3-70b-8192,259264,The Notebook - by Nicholas Sparks,liked_book_1,0.0
llama3-70b-8192,259264,The Shining - by Stephen King,liked_book_1,0.03333333333333333
llama3-70b-8192,259264,Truly Tasteless Jokes III - by Blanche Knott,liked_book_1,0.25
llama3-70b-8192,267354,The Girl with the Pearl Earring - by Tracy Chevalier,liked_book_1,0.23333333333333334
llama3-70b-8192,267354,The Historian - by Elizabeth Kostova,liked_book_1,0.43333333333333335
llama3-70b-8192,267354,The Notebook - by Nicholas Sparks,liked_book_1,-0.016666666666666666
llama3-70b-8192,267354,The Shadow of the Wind - by Carlos Ruiz Zafón,liked_book_1,0.16666666666666666
llama3-70b-8192,267621,"Many Lives, Many Masters - by Brian L. Weiss",liked_book_1,0.9333333333333332
llama3-70b-8192,267621,The Alchemist - by Paulo Coelho,liked_book_1,0.05
llama3-70b-8192,267621,The Night Circus - by Erin Morgenstern,liked_book_1,0.08333333333333334
llama3-70b-8192,267621,The Power of Now - by Eckhart Tolle,liked_book_1,0.19999999999999998
llama3-70b-8192,268639,And Then There Were None - by Agatha Christie,liked_book_1,0.0
llama3-70b-8192,268639,Razor Girl - by Carl Hiaasen,liked_book_1,0.0
llama3-70b-8192,268639,The Da Vinci Code - by Dan Brown,liked_book_1,0.41666666666666663
llama3-70b-8192,268639,The Notebook - by Nicholas Sparks,liked_book_1,-0.08333333333333333
llama3-70b-8192,272002,Dandelion Wine - by Ray Bradbury,liked_book_1,0.06666666666666667
llama3-70b-8192,272002,The 7 Habits of Highly Effective People - by Stephen Covey,liked_book_1,0.31666666666666665
llama3-70b-8192,272002,The Bridges of Madison County - by Robert James Waller,liked_book_1,-0.06666666666666667
llama3-70b-8192,272002,The Raw Shark Texts - by Steven Hall,liked_book_1,0.03333333333333333
llama3-70b-8192,275210,The Andromeda Strain - by Michael Crichton,liked_book_1,0.43333333333333335
llama3-70b-8192,275210,The Da Vinci Code - by Dan Brown,liked_book_1,0.18333333333333332
llama3-70b-8192,275210,The No. 1 Ladies' Detective Agency - by Alexander McCall Smith,liked_book_1,0.0
llama3-70b-8192,275210,The Pelican Brief - by John Grisham,liked_book_1,-0.05
llama3-70b-8192,278221,Eight Cousins - by Louisa May Alcott,liked_book_1,0.1
llama3-70b-8192,278221,Intensity - by Dean Koontz,liked_book_1,-0.19999999999999998
llama3-70b-8192,278221,Love Comes Softly (Love Comes Softly Series #1) - by Janette Oke,liked_book_1,0.15
llama3-70b-8192,278221,The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two - by Dr. William Sears,liked_book_1,0.11666666666666665
mixtral-8x7b-32768,2276,Switching Channels - by Olivia Goldsmith,liked_book_1,0.23333333333333334
mixtral-8x7b-32768,2276,The Grass is Always Greener Over the Septic Tank - by Erma Bombeck,liked_book_1,-0.016666666666666666
mixtral-8x7b-32768,2276,The Host - by Stephenie Meyer,liked_book_1,0.19999999999999998
mixtral-8x7b-32768,2276,The Last Juror - by John Grisham,liked_book_1,0.16666666666666666
mixtral-8x7b-32768,8864,Guards! Guards! - by Terry Pratchett,liked_book_1,0.09999999999999999
mixtral-8x7b-32768,8864,Men at Arms - by Terry Pratchett,liked_book_1,0.06666666666666667
mixtral-8x7b-32768,8864,The Left Hand of Darkness - by Ursula K. Le Guin,liked_book_1,0.26666666666666666
mixtral-8x7b-32768,8864,The Mists of Avalon - by Marion Zimmer Bradley,liked_book_1,0.16666666666666666
mixtral-8x7b-32768,12122,Fahrenheit 451 - by Ray Bradbury,liked_book_1,0.05
mixtral-8x7b-32768,12122,The Catcher in the Rye - by J.D. Salinger,liked_book_1,-0.08333333333333334
mixtral-8x7b-32768,12122,The Great Gatsby - by F. Scott Fitzgerald,liked_book_1,0.18333333333333332
mixtral-8x7b-32768,12122,To Kill a Mockingbird - by Harper Lee,liked_book_1,0.18333333333333332
mixtral-8x7b-32768,14998,The End of Eternity - by Isaac Asimov,liked_book_1,0.43333333333333335
mixtral-8x7b-32768,14998,The Left Hand of Darkness - by Ursula K. Le Guin,liked_book_1,0.06666666666666668
mixtral-8x7b-32768,14998,The Mote in God's Eye - by Larry Niven and Jerry Pournelle,liked_book_1,0.19999999999999998
mixtral-8x7b-32768,14998,The Time Traveler's Wife - by Audrey Niffenegger,liked_book_1,0.016666666666666666
mixtral-8x7b-32768,15957,The Devil Wears Prada - by Lauren Weisberger,liked_book_1,0.1
mixtral-8x7b-32768,15957,The Secret Life of Bees - by Sue Monk Kidd,liked_book_1,0.16666666666666666
mixtral-8x7b-32768,15957,"Tom, Dick, and Harry - by Lisa Scottoline",liked_book_1,0.25
mixtral-8x7b-32768,15957,Unreliable Memoirs 2.0 - by Clive James,liked_book_1,0.19999999999999998
mixtral-8x7b-32768,16777,Green Eggs and Ham - by Dr. Seuss,liked_book_1,0.21666666666666667
mixtral-8x7b-32768,16777,Jane Eyre - by Charlotte Bronte,liked_book_1,-0.08333333333333334
mixtral-8x7b-32768,16777,Pride and Prejudice - by Jane Austen,liked_book_1,-0.05000000000000001
mixtral-8x7b-32768,16777,The Cat in the Hat - by Dr. Seuss,liked_book_1,0.25
mixtral-8x7b-32768,19760,Harry Potter and the Philosopher's Stone - by J.K. Rowling,liked_book_1,0.25
mixtral-8x7b-32768,19760,The Dark Tower I: The Gunslinger - by Stephen King,liked_book_1,0.26666666666666666
mixtral-8x7b-32768,19760,The Left Hand of Darkness - by Ursula K. Le Guin,liked_book_1,0.16666666666666666
mixtral-8x7b-32768,19760,The Mote in God's Eye - by Larry Niven and Jerry Pournelle,liked_book_1,-0.06666666666666668
mixtral-8x7b-32768,27740,The Mists of Avalon - by Marion Zimmer Bradley,liked_book_1,-0.03333333333333333
mixtral-8x7b-32768,27740,The Risk Agent - by Ridley Pearson,liked_book_1,0.18333333333333332
mixtral-8x7b-32768,27740,The Scent of Almonds - by Elizabeth Moon,liked_book_1,0.16666666666666666
mixtral-8x7b-32768,27740,Trial by Fire - by J. A. Jance,liked_book_1,0.19999999999999998
mixtral-8x7b-32768,28735,All Creatures Great and Small - by James Herriot,liked_book_1,0.05
mixtral-8x7b-32768,28735,Homage to Catalonia - by George Orwell,liked_book_1,0.2833333333333333
mixtral-8x7b-32768,28735,Profit Over People - by Noam Chomsky,liked_book_1,0.16666666666666666
mixtral-8x7b-32768,28735,The Great Railway Bazaar - by Paul Theroux,liked_book_1,0.08333333333333334
mixtral-8x7b-32768,30276,Dream Lake - by Jayne Ann Krentz,liked_book_1,-0.05
mixtral-8x7b-32768,30276,Seducing the Bride - by Linda Howard,liked_book_1,0.16666666666666666
mixtral-8x7b-32768,30276,The Perfect Alibi - by Phillip Margolin,liked_book_1,0.16666666666666666
mixtral-8x7b-32768,30276,The Reluctant Duchess - by Judith McNaught,liked_book_1,0.16666666666666666
mixtral-8x7b-32768,37034,The Hours - by Michael Cunningham,liked_book_1,-0.06666666666666667
mixtral-8x7b-32768,37034,The Idiot - by Fyodor Dostoevsky,liked_book_1,-0.03333333333333334
mixtral-8x7b-32768,37034,The Prague Cemetery - by Umberto Eco,liked_book_1,0.26666666666666666
mixtral-8x7b-32768,37034,The Rage and the Pride - by Oriana Fallaci,liked_book_1,-0.08333333333333334
mixtral-8x7b-32768,37293,Starship Troopers - by Robert Heinlein,liked_book_1,0.13333333333333333
mixtral-8x7b-32768,37293,The Moon is a Harsh Mistress - by Robert Heinlein,liked_book_1,0.1
mixtral-8x7b-32768,37293,"The Mote in God's Eye - by Larry Niven, Jerry Pournelle",liked_book_1,0.13333333333333333
mixtral-8x7b-32768,37293,The Warrior's Apprentice (Vorkosigan Saga #5) - by Lois McMaster Bujold,liked_book_1,0.16666666666666666
mixtral-8x7b-32768,44595,"The Death Zone Ambush (C.a.D.S, No 12) - by John Sievert",liked_book_1,0.16666666666666666
mixtral-8x7b-32768,44595,"The Dutch Oven Murder (Magdalena Yoder Mystery Series , No 6) - by Tamar Myers",liked_book_1,0.16666666666666666
mixtral-8x7b-32768,44595,The Road to Ariel - by Steven R. Boyett,liked_book_1,0.03333333333333333
mixtral-8x7b-32768,44595,The Wishsong of Shannara - by Terry Brooks,liked_book_1,0.08333333333333334
mixtral-8x7b-32768,47194,The Forgotten Garden - by Kate Morton,liked_book_1,0.23333333333333334
