model,pid,recommendation,variable,value
llama3-70b-8192,469670,Space Oddity - by David Bowie,playlist_name,0.8666666666666666
llama3-70b-8192,470780,Hotel California - by Eagles,playlist_name,-0.23333333333333334
llama3-70b-8192,470780,Location - by Khalid,playlist_name,0.31666666666666665
llama3-70b-8192,470780,Symphony No. 9 - by Ludwig van Beethoven,playlist_name,0.16666666666666669
llama3-70b-8192,470780,iSpy - by Kyle,playlist_name,0.3833333333333333
llama3-70b-8192,499822,Chattahoochee - by Alan Jackson,playlist_name,0.1
llama3-70b-8192,499822,God Gave Me You - by Blake Shelton,playlist_name,-0.03333333333333333
llama3-70b-8192,499822,Hotel California - by Eagles,playlist_name,0.1
llama3-70b-8192,499822,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.0
llama3-70b-8192,503111,Hypnotize - by The Notorious B.I.G.,playlist_name,0.016666666666666656
llama3-70b-8192,503111,Mr. Brightside - by The Killers,playlist_name,-0.03333333333333333
llama3-70b-8192,503111,Pumped Up Kicks - by Foster the People,playlist_name,0.0
llama3-70b-8192,503111,Stairway to Heaven - by Led Zeppelin,playlist_name,-0.016666666666666666
llama3-70b-8192,514877,Carry On Wayward Son - by Kansas,playlist_name,-0.016666666666666673
llama3-70b-8192,514877,Senorita - by Shawn Mendes and Camila Cabello,playlist_name,0.3833333333333333
llama3-70b-8192,514877,Sweet Emotion - by Aerosmith,playlist_name,0.26666666666666666
llama3-70b-8192,514877,Umbrella - by Rihanna (feat. Jay-Z),playlist_name,-0.06666666666666665
llama3-70b-8192,517612,Mo Money Mo Problems - by The Notorious B.I.G.,playlist_name,0.21666666666666667
llama3-70b-8192,517612,No Scrubs - by TLC,playlist_name,0.18333333333333332
llama3-70b-8192,517612,Stairway to Heaven - by Led Zeppelin,playlist_name,0.2833333333333333
llama3-70b-8192,517612,Viva la Vida - by Coldplay,playlist_name,0.4833333333333333
llama3-70b-8192,518425,Bésame Mucho - by Consuelo Velázquez,playlist_name,0.6833333333333332
llama3-70b-8192,518425,Enter Sandman - by Metallica,playlist_name,0.033333333333333326
llama3-70b-8192,518425,Sabor a Mango - by Rocío Dúrcal,playlist_name,0.16666666666666666
llama3-70b-8192,518425,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.16666666666666666
llama3-70b-8192,523577,First Day of My Life - by Bright Eyes,playlist_name,-0.08333333333333334
llama3-70b-8192,523577,I Will Always Love You - by Whitney Houston,playlist_name,0.016666666666666663
llama3-70b-8192,523577,Lose Yourself - by Eminem,playlist_name,0.033333333333333326
llama3-70b-8192,523577,Mr. Brightside - by The Killers,playlist_name,0.13333333333333333
llama3-70b-8192,533893,Someone Like You - by Adele,playlist_name,0.7499999999999999
llama3-70b-8192,533893,Stairway to Heaven - by Led Zeppelin,playlist_name,-0.26666666666666666
llama3-70b-8192,533893,Sun Is Shining - by Axwell Λ Ingrosso,playlist_name,0.19999999999999998
llama3-70b-8192,533893,Tsunami - by Dash Berlin,playlist_name,-0.03333333333333333
llama3-70b-8192,541281,Electric - by Alina Baraz feat. Khalid,playlist_name,0.3333333333333333
llama3-70b-8192,541281,I Like to Move It - by Reel 2 Real featuring The Mad Stuntman,playlist_name,0.09999999999999999
llama3-70b-8192,541281,Kickstart My Heart - by Mötley Crüe,playlist_name,0.15
llama3-70b-8192,541281,Lost in Japan - by Shawn Mendes,playlist_name,0.25
llama3-70b-8192,543542,Hallelujah - by Jeff Buckley,playlist_name,0.18333333333333332
llama3-70b-8192,543542,Mr. Brightside - by The Killers,playlist_name,0.05
llama3-70b-8192,543542,The State of the Union (STFU) - by Rise Against,playlist_name,0.11666666666666665
llama3-70b-8192,543542,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.09999999999999999
llama3-70b-8192,553023,First Day of My Life - by Bright Eyes,playlist_name,0.2833333333333333
llama3-70b-8192,553023,Master of Puppets - by Metallica,playlist_name,0.7666666666666666
llama3-70b-8192,553023,Mr. Brightside - by The Killers,playlist_name,-0.16666666666666666
llama3-70b-8192,553023,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.6666666666666666
llama3-70b-8192,560540,Hotel California - by Eagles,playlist_name,0.016666666666666677
llama3-70b-8192,560540,I Will Always Love You - by Whitney Houston,playlist_name,-0.06666666666666668
llama3-70b-8192,560540,It's Hard Out Here for a Pimp - by Three 6 Mafia,playlist_name,0.16666666666666666
llama3-70b-8192,560540,The Next Episode - by Dr. Dre,playlist_name,-0.06666666666666667
llama3-70b-8192,579339,Breakaway - by Three Doors Down,playlist_name,-0.09999999999999999
llama3-70b-8192,579339,Falling Away from Me - by Korn,playlist_name,0.06666666666666665
llama3-70b-8192,579339,I Want It That Way - by Backstreet Boys,playlist_name,0.05
llama3-70b-8192,579339,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.21666666666666667
llama3-70b-8192,602692,Ay Vamos - by J Balvin,playlist_name,0.06666666666666667
llama3-70b-8192,602692,Hotel California - by Eagles,playlist_name,0.23333333333333334
llama3-70b-8192,602692,Obsesión - by Aventura,playlist_name,0.3
llama3-70b-8192,602692,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.16666666666666669
llama3-70b-8192,604424,Bachata en Fukuoka - by Juan Luis Guerra,playlist_name,0.4833333333333333
llama3-70b-8192,604424,Hotel California - by Eagles,playlist_name,0.11666666666666667
llama3-70b-8192,604424,Obsesión - by Aventura,playlist_name,0.16666666666666666
llama3-70b-8192,604424,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.18333333333333332
llama3-70b-8192,611405,Best Day of My Life - by American Authors,playlist_name,0.15
llama3-70b-8192,611405,Clair de Lune - by Claude Debussy,playlist_name,0.05
llama3-70b-8192,611405,Hypnotize - by The Notorious B.I.G.,playlist_name,0.08333333333333331
llama3-70b-8192,611405,Mr. Brightside - by The Killers,playlist_name,-0.06666666666666667
llama3-70b-8192,625525,"Eastside - by benny blanco, Halsey, and Khalid",playlist_name,0.01666666666666667
llama3-70b-8192,625525,Hotel California - by Eagles,playlist_name,-0.08333333333333333
llama3-70b-8192,625525,Symphony No. 9 - by Ludwig van Beethoven,playlist_name,-0.03333333333333333
llama3-70b-8192,625525,"iSpy - by KYLE, Lil Yachty",playlist_name,0.016666666666666666
llama3-70b-8192,645145,Best Day of My Life - by American Authors,playlist_name,0.5499999999999999
llama3-70b-8192,645145,I Will Always Love You - by Whitney Houston,playlist_name,0.8166666666666665
llama3-70b-8192,645145,Mr. Brightside - by The Killers,playlist_name,0.7
llama3-70b-8192,645145,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.4833333333333333
llama3-70b-8192,648591,First Day of My Life - by Bright Eyes,playlist_name,0.03333333333333333
llama3-70b-8192,648591,Santeria - by Sublime,playlist_name,0.0
llama3-70b-8192,648591,Stairway to Heaven - by Led Zeppelin,playlist_name,0.016666666666666663
llama3-70b-8192,648591,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.15
llama3-70b-8192,651504,First Day of My Life - by Bright Eyes,playlist_name,-0.2833333333333333
llama3-70b-8192,651504,Skinny Love - by Bon Iver,playlist_name,0.19999999999999998
llama3-70b-8192,651504,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.25
llama3-70b-8192,651504,We Will Rock You - by Queen,playlist_name,0.35
llama3-70b-8192,656595,Before I Let Go - by Frankie Beverly & Maze,playlist_name,0.09999999999999999
llama3-70b-8192,656595,Give Me the Night - by George Benson,playlist_name,-0.016666666666666666
llama3-70b-8192,656595,Smells Like Teen Spirit - by Nirvana,playlist_name,-0.35
llama3-70b-8192,656595,Umbrella - by Rihanna (feat. Jay-Z),playlist_name,0.6
llama3-70b-8192,659472,Crazy - by Gnarls Barkley,playlist_name,0.4833333333333333
llama3-70b-8192,659472,Hallelujah - by Jeff Buckley,playlist_name,0.03333333333333333
llama3-70b-8192,659472,SexyBack - by Justin Timberlake,playlist_name,0.3
llama3-70b-8192,659472,Stairway to Heaven - by Led Zeppelin,playlist_name,0.05
llama3-70b-8192,689590,Flex - by Polo G,playlist_name,-0.09999999999999999
llama3-70b-8192,689590,Hotel California - by Eagles,playlist_name,-0.24999999999999997
llama3-70b-8192,689590,Ransom - by Lil Tecca,playlist_name,0.26666666666666666
llama3-70b-8192,689590,Sweet but Psycho - by Ava Max,playlist_name,0.08333333333333331
llama3-70b-8192,693751,Best Day of My Life - by American Authors,playlist_name,0.06666666666666665
llama3-70b-8192,693751,Black No. 1 (Little Miss Scare-All) - by Type O Negative,playlist_name,0.5666666666666667
llama3-70b-8192,693751,Someone Like You - by Adele,playlist_name,0.9999999999999999
llama3-70b-8192,693751,Walking on Sunshine - by Katrina & The Waves,playlist_name,0.26666666666666666
llama3-70b-8192,699107,Stairway to Heaven - by Led Zeppelin,playlist_name,-0.03333333333333333
llama3-70b-8192,699107,The Sound of Silence - by Simon & Garfunkel,playlist_name,0.11666666666666665
llama3-70b-8192,699107,Treat You Better - by Shawn Mendes,playlist_name,0.13333333333333333
llama3-70b-8192,699107,We Found Love - by Rihanna,playlist_name,-0.1
llama3-70b-8192,701065,Hotel California - by Eagles,playlist_name,0.18333333333333335
llama3-70b-8192,701065,Someone Like You - by Adele,playlist_name,0.7
llama3-70b-8192,701065,Tsunami - by DVBBS & Borgeous,playlist_name,-0.24999999999999997
llama3-70b-8192,701065,Unstoppable - by Sia,playlist_name,0.5666666666666667
llama3-70b-8192,727748,Breaking the Habit - by Linkin Park,playlist_name,0.09999999999999998
llama3-70b-8192,727748,Hallelujah - by Jeff Buckley,playlist_name,0.4666666666666667
llama3-70b-8192,727748,I Will Always Love You - by Whitney Houston,playlist_name,0.36666666666666664
llama3-70b-8192,727748,The Middle - by Jimmy Eat World,playlist_name,-0.016666666666666663
llama3-70b-8192,727909,Happy - by Pharrell Williams,playlist_name,0.06666666666666665
llama3-70b-8192,727909,I'm Not Okay (I Promise) - by My Chemical Romance,playlist_name,0.15
llama3-70b-8192,727909,Tornado of Souls - by Megadeth,playlist_name,0.19999999999999998
llama3-70b-8192,727909,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.18333333333333332
llama3-70b-8192,750353,Clair de Lune - by Claude Debussy,playlist_name,0.35
llama3-70b-8192,750353,Gas Pedal - by Sage the Gemini,playlist_name,0.26666666666666666
llama3-70b-8192,750353,Hotel California - by Eagles,playlist_name,-0.06666666666666665
llama3-70b-8192,750353,U and Dat - by E-40,playlist_name,0.19999999999999998
llama3-70b-8192,751832,Brave - by Sara Bareilles,playlist_name,0.13333333333333333
llama3-70b-8192,751832,Get Lucky - by Daft Punk ft. Pharrell Williams,playlist_name,0.3833333333333333
llama3-70b-8192,751832,Lose Yourself - by Eminem,playlist_name,0.26666666666666666
llama3-70b-8192,751832,Stairway to Heaven - by Led Zeppelin,playlist_name,0.36666666666666664
llama3-70b-8192,755179,Humble. - by Kendrick Lamar,playlist_name,0.18333333333333332
llama3-70b-8192,755179,Mi Gente - by J Balvin & Willy William,playlist_name,-0.03333333333333334
llama3-70b-8192,755179,Someone Like You - by Adele,playlist_name,0.21666666666666667
llama3-70b-8192,755179,Stairway to Heaven - by Led Zeppelin,playlist_name,-0.016666666666666666
llama3-70b-8192,783397,Electric - by Alina Baraz feat. Khalid,playlist_name,0.03333333333333333
llama3-70b-8192,783397,Get You - by Daniel Caesar,playlist_name,0.6499999999999999
llama3-70b-8192,783397,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.5333333333333333
llama3-70b-8192,783397,We Will Rock You - by Queen,playlist_name,0.3833333333333333
llama3-70b-8192,808716,Clair de Lune - by Claude Debussy,playlist_name,0.15
llama3-70b-8192,808716,Flex - by Polo G,playlist_name,0.01666666666666667
llama3-70b-8192,808716,Stairway to Heaven - by Led Zeppelin,playlist_name,-0.06666666666666668
llama3-70b-8192,808716,iSpy - by Kyle,playlist_name,0.0
llama3-70b-8192,828407,Black Magic Woman - by Fleetwood Mac,playlist_name,0.6
llama3-70b-8192,828407,Happy - by Pharrell Williams,playlist_name,0.13333333333333333
llama3-70b-8192,828407,Love Yourself - by Justin Bieber,playlist_name,0.25
llama3-70b-8192,828407,Werewolves of London - by Warren Zevon,playlist_name,0.05
llama3-70b-8192,833690,Hallelujah - by Jeff Buckley,playlist_name,0.4833333333333333
llama3-70b-8192,833690,Stairway to Heaven - by Led Zeppelin,playlist_name,0.18333333333333332
llama3-70b-8192,833690,Treat You Better - by Shawn Mendes,playlist_name,0.41666666666666663
llama3-70b-8192,833690,iSpy - by KYLE,playlist_name,0.25
llama3-70b-8192,838431,Best Day of My Life - by American Authors,playlist_name,0.19999999999999998
llama3-70b-8192,838431,First Day of My Life - by Bright Eyes,playlist_name,0.033333333333333326
llama3-70b-8192,838431,I Will Always Love You - by Whitney Houston,playlist_name,0.08333333333333333
llama3-70b-8192,838431,Lose Yourself - by Eminem,playlist_name,-0.08333333333333334
llama3-70b-8192,858725,Abide with Me; 'Tis Eventide - by Paul Cardall,playlist_name,-0.08333333333333334
llama3-70b-8192,858725,"Come, Thou Fount of Every Blessing - by Paul Cardall",playlist_name,-0.16666666666666666
llama3-70b-8192,858725,Hotel California - by Eagles,playlist_name,0.2833333333333333
llama3-70b-8192,858725,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,-0.05
llama3-70b-8192,901210,Bulls on Parade - by Rage Against the Machine,playlist_name,0.5166666666666666
llama3-70b-8192,901210,Enter Sandman - by Metallica,playlist_name,0.03333333333333333
llama3-70b-8192,901210,Hotel California - by Eagles,playlist_name,0.35
llama3-70b-8192,901210,Imagine - by John Lennon,playlist_name,0.5166666666666666
llama3-70b-8192,901826,Electric - by Alina Baraz feat. Khalid,playlist_name,-0.1333333333333333
llama3-70b-8192,901826,Hotel California - by Eagles,playlist_name,0.15
llama3-70b-8192,901826,Midnight City - by M83,playlist_name,0.05
llama3-70b-8192,901826,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,-0.19999999999999998
llama3-70b-8192,901947,"Lady Marmalade - by Christina Aguilera, Lil' Kim, Mya, and Pink",playlist_name,-0.016666666666666666
llama3-70b-8192,901947,SexyBack - by Justin Timberlake,playlist_name,0.13333333333333333
llama3-70b-8192,901947,Stairway to Heaven - by Led Zeppelin,playlist_name,-0.05
llama3-70b-8192,901947,Viva la Vida - by Coldplay,playlist_name,0.16666666666666666
llama3-70b-8192,902402,Buy U a Drank (Shawty Snappin') - by T-Pain,playlist_name,-0.03333333333333334
llama3-70b-8192,902402,Hotel California - by Eagles,playlist_name,-0.3333333333333333
llama3-70b-8192,902402,Right Thurr - by Chingy,playlist_name,0.03333333333333333
llama3-70b-8192,902402,Someone Like You - by Adele,playlist_name,0.16666666666666666
llama3-70b-8192,913475,California - by Radical Something,playlist_name,0.06666666666666665
llama3-70b-8192,913475,I'm On It - by Radical Something,playlist_name,0.16666666666666666
llama3-70b-8192,913475,Symphony No. 9 - by Ludwig van Beethoven,playlist_name,0.19999999999999998
llama3-70b-8192,913475,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.16666666666666666
llama3-70b-8192,918267,God Gave Me You - by Blake Shelton,playlist_name,-0.05
llama3-70b-8192,918267,Hotel California - by Eagles,playlist_name,0.16666666666666666
llama3-70b-8192,918267,I Walk the Line - by Johnny Cash,playlist_name,0.3833333333333333
llama3-70b-8192,918267,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.16666666666666666
llama3-70b-8192,924282,Home - by Edward Sharpe & The Magnetic Zeros,playlist_name,0.03333333333333333
llama3-70b-8192,924282,Skinny Love - by Bon Iver,playlist_name,-0.06666666666666668
llama3-70b-8192,924282,Till I Collapse - by Eminem ft. Nate Dogg,playlist_name,0.03333333333333333
llama3-70b-8192,924282,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.05
llama3-70b-8192,935018,Feel So Close - by Calvin Harris,playlist_name,0.25
llama3-70b-8192,935018,Hotel California - by Eagles,playlist_name,0.6166666666666666
llama3-70b-8192,935018,Rude Boy - by Rihanna,playlist_name,0.3
llama3-70b-8192,935018,Stairway to Heaven - by Led Zeppelin,playlist_name,-0.01666666666666667
llama3-70b-8192,950280,Get Lucky - by Daft Punk ft. Pharrell Williams,playlist_name,0.19999999999999998
llama3-70b-8192,950280,Hallelujah - by Jeff Buckley,playlist_name,0.44999999999999996
llama3-70b-8192,950280,Stairway to Heaven - by Led Zeppelin,playlist_name,0.11666666666666667
llama3-70b-8192,950280,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.35
llama3-70b-8192,961992,Buy Me a Boat - by Chris Janson,playlist_name,0.5833333333333333
llama3-70b-8192,961992,Chattahoochee - by Alan Jackson,playlist_name,0.39999999999999997
llama3-70b-8192,961992,Hotel California - by Eagles,playlist_name,0.16666666666666666
llama3-70b-8192,961992,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.06666666666666667
llama3-70b-8192,970319,Chevaliers de Sangreal - by Hans Zimmer,playlist_name,0.03333333333333333
llama3-70b-8192,970319,Stairway to Heaven - by Led Zeppelin,playlist_name,0.11666666666666665
llama3-70b-8192,970319,The Battle - by Glenn Stafford,playlist_name,-0.16666666666666666
llama3-70b-8192,970319,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,-0.13333333333333333
llama3-70b-8192,976557,Homeward Bound - by Simon & Garfunkel,playlist_name,0.2333333333333333
llama3-70b-8192,976557,Life is a Highway - by Rascal Flatts,playlist_name,0.5333333333333333
llama3-70b-8192,976557,Pumped Up Kicks - by Foster the People,playlist_name,-0.1
llama3-70b-8192,976557,Ultralight Beam - by Kanye West,playlist_name,0.26666666666666666
llama3-70b-8192,978945,Don't You Want Me - by The Human League,playlist_name,0.2833333333333333
llama3-70b-8192,978945,Girls Just Want to Have Fun - by Cyndi Lauper,playlist_name,0.4833333333333333
llama3-70b-8192,978945,Stairway to Heaven - by Led Zeppelin,playlist_name,0.3666666666666666
llama3-70b-8192,978945,Umbrella - by Rihanna (feat. Jay-Z),playlist_name,0.36666666666666664
llama3-70b-8192,989414,Country Roads - by John Denver,playlist_name,-0.03333333333333333
llama3-70b-8192,989414,Electric - by Alina Baraz feat. Khalid,playlist_name,-0.05
llama3-70b-8192,989414,Get You - by Daniel Caesar,playlist_name,-0.05
llama3-70b-8192,989414,Uma Thurman - by Fall Out Boy,playlist_name,0.16666666666666666
mixtral-8x7b-32768,12377,Goosebumps - by Travis Scott,playlist_name,-0.03333333333333333
mixtral-8x7b-32768,12377,Happy - by Pharrell Williams,playlist_name,0.016666666666666663
mixtral-8x7b-32768,12377,Shape of You - by Ed Sheeran,playlist_name,0.1333333333333333
mixtral-8x7b-32768,12377,Surfin' - by Kaytranada ft. Ty Dolla $ign,playlist_name,0.16666666666666666
mixtral-8x7b-32768,39560,Chandelier - by Sia,playlist_name,-0.15
mixtral-8x7b-32768,39560,Love Yourself - by Justin Bieber,playlist_name,0.08333333333333331
mixtral-8x7b-32768,39560,Shake It Off - by Taylor Swift,playlist_name,-0.03333333333333333
mixtral-8x7b-32768,39560,Stronger - by Kelly Clarkson,playlist_name,-0.11666666666666667
mixtral-8x7b-32768,47551,A Night in Tunisia - by Dizzy Gillespie,playlist_name,0.16666666666666666
mixtral-8x7b-32768,47551,Bad Guy - by Billie Eilish,playlist_name,0.44999999999999996
mixtral-8x7b-32768,47551,Cantaloupe Island - by Herbie Hancock,playlist_name,0.5833333333333333
mixtral-8x7b-32768,47551,Smooth Criminal - by Alien Ant Farm,playlist_name,0.35
mixtral-8x7b-32768,66462,Hotline Bling - by Drake,playlist_name,0.7166666666666666
mixtral-8x7b-32768,66462,"Rain Over Me - by Pitbull, Marc Anthony",playlist_name,0.5499999999999999
mixtral-8x7b-32768,66462,Umbrella - by Rihanna,playlist_name,0.19999999999999998
mixtral-8x7b-32768,66462,Waterfalls - by TLC,playlist_name,0.7166666666666666
mixtral-8x7b-32768,70116,Happy - by Pharrell Williams,playlist_name,0.04999999999999999
mixtral-8x7b-32768,70116,Holocene - by Bon Iver,playlist_name,0.13333333333333333
mixtral-8x7b-32768,70116,The Look - by Metronomy,playlist_name,0.16666666666666666
mixtral-8x7b-32768,70116,Work Bitch - by Britney Spears,playlist_name,0.19999999999999998
mixtral-8x7b-32768,72304,Bodak Yellow - by Cardi B,playlist_name,0.18333333333333332
mixtral-8x7b-32768,72304,Creep - by Radiohead,playlist_name,0.13333333333333333
mixtral-8x7b-32768,72304,I'm Yours - by Jason Mraz,playlist_name,0.18333333333333332
mixtral-8x7b-32768,72304,Shape of You - by Ed Sheeran,playlist_name,0.43333333333333335
mixtral-8x7b-32768,97461,Best Day Of My Life - by American Authors,playlist_name,0.2833333333333333
mixtral-8x7b-32768,97461,Can't Stop The Feeling! - by Justin Timberlake,playlist_name,0.16666666666666666
mixtral-8x7b-32768,97461,Curtains - by Movements,playlist_name,0.16666666666666666
mixtral-8x7b-32768,97461,Rain Fade - by Basement,playlist_name,0.16666666666666666
mixtral-8x7b-32768,101440,Need The Sun To Break - by James Bay,playlist_name,0.05
mixtral-8x7b-32768,101440,Scars - by James Bay,playlist_name,0.21666666666666667
mixtral-8x7b-32768,101440,Shape of You - by Ed Sheeran,playlist_name,0.4666666666666667
mixtral-8x7b-32768,101440,Uptown Funk - by Mark Ronson ft. Bruno Mars,playlist_name,0.41666666666666663
mixtral-8x7b-32768,105584,Good Good Father - by Chris Tomlin,playlist_name,0.15
mixtral-8x7b-32768,105584,Great Are You Lord - by All Sons & Daughters,playlist_name,0.15
mixtral-8x7b-32768,105584,Radioactive - by Imagine Dragons,playlist_name,0.16666666666666666
mixtral-8x7b-32768,105584,Sweet Child O' Mine - by Guns N' Roses,playlist_name,0.4666666666666667
mixtral-8x7b-32768,108488,All I Want - by Kodaline,playlist_name,0.03333333333333333
mixtral-8x7b-32768,108488,From Afar - by Vance Joy,playlist_name,0.19999999999999998
mixtral-8x7b-32768,108488,Rap God - by Eminem,playlist_name,0.08333333333333331
mixtral-8x7b-32768,108488,Wrecking Ball - by Miley Cyrus,playlist_name,0.16666666666666666
mixtral-8x7b-32768,121994,God's Plan - by Drake,playlist_name,-0.03333333333333333
mixtral-8x7b-32768,121994,Hotline Bling - by Drake,playlist_name,-0.016666666666666666
mixtral-8x7b-32768,121994,Roar - by Katy Perry,playlist_name,0.1333333333333333
mixtral-8x7b-32768,121994,Work - by Rihanna,playlist_name,0.41666666666666663
mixtral-8x7b-32768,122684,Don't Let Me Down - by The Chainsmokers,playlist_name,0.03333333333333333
mixtral-8x7b-32768,122684,Roses - Radio Edit - by The Chainsmokers,playlist_name,0.21666666666666667
mixtral-8x7b-32768,122684,Shape of You - by Ed Sheeran,playlist_name,0.18333333333333332
mixtral-8x7b-32768,122684,Work - by Rihanna,playlist_name,0.2833333333333333
mixtral-8x7b-32768,124069,Enter Sandman - by Metallica,playlist_name,0.35
mixtral-8x7b-32768,124069,Pump It - by Black Eyed Peas,playlist_name,0.11666666666666665
mixtral-8x7b-32768,124069,Slow Dancing in a Burning Room - by John Mayer,playlist_name,0.16666666666666666
mixtral-8x7b-32768,124069,The A Team - by Ed Sheeran,playlist_name,0.16666666666666666
mixtral-8x7b-32768,126329,Can't Stop the Feeling! - by Justin Timberlake - by Justin Timberlake,playlist_name,0.19999999999999998
mixtral-8x7b-32768,126329,Hurt - by Johnny Cash - by Johnny Cash,playlist_name,0.19999999999999998
mixtral-8x7b-32768,126329,Work - by Rihanna - by Rihanna,playlist_name,0.16666666666666666
mixtral-8x7b-32768,126329,Yesterday - by The Beatles - by The Beatles,playlist_name,0.16666666666666666
mixtral-8x7b-32768,127088,Bohemian Rhapsody - by Queen,playlist_name,0.8166666666666665
mixtral-8x7b-32768,127088,Don't Stop Believin' - by Journey,playlist_name,0.9499999999999998
mixtral-8x7b-32768,127088,I Will Survive - by Gloria Gaynor,playlist_name,0.7833333333333332
mixtral-8x7b-32768,127088,Stairway to Heaven - by Led Zeppelin,playlist_name,0.36666666666666664
mixtral-8x7b-32768,129906,Burn - by Ellie Goulding,playlist_name,0.16666666666666666
mixtral-8x7b-32768,129906,Sail - by Awolnation,playlist_name,0.16666666666666666
mixtral-8x7b-32768,129906,Wake Me Up - by Avicii,playlist_name,-0.03333333333333333
mixtral-8x7b-32768,129906,Work - by Rihanna,playlist_name,0.25
mixtral-8x7b-32768,136224,Ain't No Mountain High Enough - by Marvin Gaye and Tammi Terrell,playlist_name,-0.03333333333333335
mixtral-8x7b-32768,136224,Bad Guy - by Billie Eilish,playlist_name,0.5833333333333333
mixtral-8x7b-32768,136224,My Girl - by The Temptations,playlist_name,-0.08333333333333333
mixtral-8x7b-32768,136224,Shape of You - by Ed Sheeran,playlist_name,0.44999999999999996
mixtral-8x7b-32768,138649,Breathe Me - by Sia,playlist_name,0.08333333333333331
mixtral-8x7b-32768,138649,Dance Monkey - by Tones and I,playlist_name,0.23333333333333334
mixtral-8x7b-32768,138649,Stay With Me - by Sam Smith,playlist_name,0.25
mixtral-8x7b-32768,138649,Upbeat Song - by Pop Artist,playlist_name,0.16666666666666666
mixtral-8x7b-32768,157594,"Burn - by Ellie Goulding, Calvin Harris",playlist_name,0.23333333333333334
mixtral-8x7b-32768,157594,Propaganda - by Pendulum,playlist_name,0.16666666666666666
mixtral-8x7b-32768,157594,"Shape of You (Remix by Major Lazer) - by Ed Sheeran, Major Lazer",playlist_name,0.16666666666666666
mixtral-8x7b-32768,157594,Shape of You - by Ed Sheeran,playlist_name,0.3
mixtral-8x7b-32768,170573,Before He Cheats - by Carrie Underwood,playlist_name,0.2833333333333333
mixtral-8x7b-32768,170573,Congratulations - by Post Malone,playlist_name,-0.05000000000000001
mixtral-8x7b-32768,170573,House Party - by Sam Hunt,playlist_name,0.26666666666666666
mixtral-8x7b-32768,170573,"Loyal - by Chris Brown, Lil Wayne, Tyga",playlist_name,0.16666666666666666
mixtral-8x7b-32768,172412,Hotline Bling - by Drake,playlist_name,0.21666666666666667
mixtral-8x7b-32768,172412,Pillowtalk - by Zayn,playlist_name,-0.03333333333333333
mixtral-8x7b-32768,172412,"Where Are Ü Now - by Justin Bieber, Skrillex",playlist_name,0.16666666666666666
mixtral-8x7b-32768,172412,Work - by Rihanna,playlist_name,0.2833333333333333
mixtral-8x7b-32768,173203,Can't Stop the Feeling! - by Justin Timberlake,playlist_name,0.16666666666666666
mixtral-8x7b-32768,173203,Love Me Now - by John Legend,playlist_name,-0.18333333333333332
mixtral-8x7b-32768,173203,Side to Side (feat. Nicki Minaj) - by Ariana Grande,playlist_name,-0.01666666666666667
mixtral-8x7b-32768,173203,Work (feat. Drake) - by Rihanna,playlist_name,0.13333333333333333
mixtral-8x7b-32768,202997,Bohemian Rhapsody - by Queen,playlist_name,0.13333333333333333
mixtral-8x7b-32768,202997,The Chicken Dance - by Various Artists,playlist_name,0.21666666666666667
mixtral-8x7b-32768,202997,Thriller - by Michael Jackson,playlist_name,0.18333333333333332
mixtral-8x7b-32768,202997,Wild and Crazy Guy - by Steve Martin,playlist_name,-0.16666666666666666
mixtral-8x7b-32768,214615,Enter Sandman - by Metallica,playlist_name,0.16666666666666666
mixtral-8x7b-32768,214615,Gangsta's Paradise - by Coolio,playlist_name,0.16666666666666666
mixtral-8x7b-32768,214615,Happy - by Pharrell Williams,playlist_name,0.08333333333333333
mixtral-8x7b-32768,214615,Now or Never - by Halsey,playlist_name,0.18333333333333332
mixtral-8x7b-32768,216471,God's Plan - by Drake,playlist_name,0.2833333333333333
mixtral-8x7b-32768,216471,No Role Modelz - by J. Cole,playlist_name,0.21666666666666667
mixtral-8x7b-32768,216471,Power Trip (feat. Miguel) - by J. Cole,playlist_name,0.3333333333333333
