ranking,model,uid,recommendation
"[{'name': 'liked_book_1', 'value': 'The Working Poor : Invisible in America - by DAVID K. SHIPLER'}, {'name': 'liked_book_3', 'value': ""Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters - by Wally Lamb""}, {'name': 'liked_book_2', 'value': 'La Doctora: The Journal of an American Doctor Practicing Medicine on the Amazon River - by Linnea Smith'}, {'name': 'disliked_book_2', 'value': 'Fish! A Remarkable Way to Boost Morale and Improve Results - by Stephen C. Lundin'}, {'name': 'disliked_book_1', 'value': 'Summer of the Heart: Saving Alexandre - by Paul Adams'}, {'name': 'disliked_book_3', 'value': 'Read All About It!: Great Read-Aloud Stories, Poems, and Newspaper Pieces for Preteens and Teens - by Jim Trelease'}]",gemma2-9b-it,127481,The 7 Habits of Highly Effective People - by Stephen R. Covey
"[{'name': 'liked_book_1', 'value': 'The Working Poor : Invisible in America - by DAVID K. SHIPLER'}, {'name': 'liked_book_3', 'value': ""Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters - by Wally Lamb""}, {'name': 'liked_book_2', 'value': 'La Doctora: The Journal of an American Doctor Practicing Medicine on the Amazon River - by Linnea Smith'}, {'name': 'disliked_book_1', 'value': 'Summer of the Heart: Saving Alexandre - by Paul Adams'}, {'name': 'disliked_book_2', 'value': 'Fish! A Remarkable Way to Boost Morale and Improve Results - by Stephen C. Lundin'}, {'name': 'disliked_book_3', 'value': 'Read All About It!: Great Read-Aloud Stories, Poems, and Newspaper Pieces for Preteens and Teens - by Jim Trelease'}]",gemma2-9b-it,127481,The Da Vinci Code - by Dan Brown
"[{'name': 'liked_book_1', 'value': 'The Working Poor : Invisible in America - by DAVID K. SHIPLER'}, {'name': 'liked_book_3', 'value': ""Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters - by Wally Lamb""}, {'name': 'liked_book_2', 'value': 'La Doctora: The Journal of an American Doctor Practicing Medicine on the Amazon River - by Linnea Smith'}, {'name': 'disliked_book_1', 'value': 'Summer of the Heart: Saving Alexandre - by Paul Adams'}, {'name': 'disliked_book_2', 'value': 'Fish! A Remarkable Way to Boost Morale and Improve Results - by Stephen C. Lundin'}, {'name': 'disliked_book_3', 'value': 'Read All About It!: Great Read-Aloud Stories, Poems, and Newspaper Pieces for Preteens and Teens - by Jim Trelease'}]",gemma2-9b-it,127481,The Immortal Life of Henrietta Lacks - by Rebecca Skloot
"[{'name': 'liked_book_1', 'value': ""Alaska's Wolf Man: The 1915-55 Wilderness Adventures of Frank Glaser - by Jim Rearden""}, {'name': 'liked_book_2', 'value': ""Jean's Way - by Derek Humphry""}, {'name': 'liked_book_3', 'value': 'The Eyes of the Dragon - by Stephen King'}, {'name': 'disliked_book_1', 'value': 'Slow Waltz in Cedar Bend - by Robert James Waller'}, {'name': 'disliked_book_2', 'value': ""The Bonesetter's Daughter - by Amy Tan""}, {'name': 'disliked_book_3', 'value': 'Skin and Other Stories (Now in Speak!) - by Roald Dahl'}]",gemma2-9b-it,127914,The Call of the Wild - by Jack London
"[{'name': 'disliked_book_2', 'value': ""The Bonesetter's Daughter - by Amy Tan""}, {'name': 'liked_book_1', 'value': ""Alaska's Wolf Man: The 1915-55 Wilderness Adventures of Frank Glaser - by Jim Rearden""}, {'name': 'liked_book_2', 'value': ""Jean's Way - by Derek Humphry""}, {'name': 'liked_book_3', 'value': 'The Eyes of the Dragon - by Stephen King'}, {'name': 'disliked_book_1', 'value': 'Slow Waltz in Cedar Bend - by Robert James Waller'}, {'name': 'disliked_book_3', 'value': 'Skin and Other Stories (Now in Speak!) - by Roald Dahl'}]",gemma2-9b-it,127914,The Joy Luck Club - by Amy Tan
"[{'name': 'disliked_book_1', 'value': 'Slow Waltz in Cedar Bend - by Robert James Waller'}, {'name': 'disliked_book_2', 'value': ""The Bonesetter's Daughter - by Amy Tan""}, {'name': 'liked_book_1', 'value': ""Alaska's Wolf Man: The 1915-55 Wilderness Adventures of Frank Glaser - by Jim Rearden""}, {'name': 'liked_book_3', 'value': 'The Eyes of the Dragon - by Stephen King'}, {'name': 'disliked_book_3', 'value': 'Skin and Other Stories (Now in Speak!) - by Roald Dahl'}, {'name': 'liked_book_2', 'value': ""Jean's Way - by Derek Humphry""}]",gemma2-9b-it,127914,The Notebook - by Nicholas Sparks
"[{'name': 'liked_book_3', 'value': 'The Eyes of the Dragon - by Stephen King'}, {'name': 'liked_book_1', 'value': ""Alaska's Wolf Man: The 1915-55 Wilderness Adventures of Frank Glaser - by Jim Rearden""}, {'name': 'liked_book_2', 'value': ""Jean's Way - by Derek Humphry""}, {'name': 'disliked_book_1', 'value': 'Slow Waltz in Cedar Bend - by Robert James Waller'}, {'name': 'disliked_book_2', 'value': ""The Bonesetter's Daughter - by Amy Tan""}, {'name': 'disliked_book_3', 'value': 'Skin and Other Stories (Now in Speak!) - by Roald Dahl'}]",gemma2-9b-it,127914,The Shining - by Stephen King
"[{'name': 'liked_book_2', 'value': ""White Oleander : A Novel (Oprah's Book Club) - by Janet Fitch""}, {'name': 'liked_book_1', 'value': 'Confidential Confessions, Book 1 - by Reiko Momochi'}, {'name': 'liked_book_3', 'value': 'The Secret Ingredient - by Jane Heller'}, {'name': 'disliked_book_1', 'value': 'The Last Time They Met : A Novel - by Anita Shreve'}, {'name': 'disliked_book_2', 'value': 'Q Is for Quarry - by Sue Grafton'}, {'name': 'disliked_book_3', 'value': 'The Rescue - by Nicholas Sparks'}]",gemma2-9b-it,130157,The Girl on the Train - by Paula Hawkins
"[{'name': 'liked_book_1', 'value': 'Confidential Confessions, Book 1 - by Reiko Momochi'}, {'name': 'liked_book_2', 'value': ""White Oleander : A Novel (Oprah's Book Club) - by Janet Fitch""}, {'name': 'liked_book_3', 'value': 'The Secret Ingredient - by Jane Heller'}, {'name': 'disliked_book_1', 'value': 'The Last Time They Met : A Novel - by Anita Shreve'}, {'name': 'disliked_book_2', 'value': 'Q Is for Quarry - by Sue Grafton'}, {'name': 'disliked_book_3', 'value': 'The Rescue - by Nicholas Sparks'}]",gemma2-9b-it,130157,The Guest List - by Lucy Foley
"[{'name': 'disliked_book_3', 'value': 'The Rescue - by Nicholas Sparks'}, {'name': 'liked_book_1', 'value': 'Confidential Confessions, Book 1 - by Reiko Momochi'}, {'name': 'liked_book_2', 'value': ""White Oleander : A Novel (Oprah's Book Club) - by Janet Fitch""}, {'name': 'liked_book_3', 'value': 'The Secret Ingredient - by Jane Heller'}, {'name': 'disliked_book_1', 'value': 'The Last Time They Met : A Novel - by Anita Shreve'}, {'name': 'disliked_book_2', 'value': 'Q Is for Quarry - by Sue Grafton'}]",gemma2-9b-it,130157,The Notebook - by Nicholas Sparks
"[{'name': 'liked_book_1', 'value': 'Confidential Confessions, Book 1 - by Reiko Momochi'}, {'name': 'liked_book_2', 'value': ""White Oleander : A Novel (Oprah's Book Club) - by Janet Fitch""}, {'name': 'liked_book_3', 'value': 'The Secret Ingredient - by Jane Heller'}, {'name': 'disliked_book_1', 'value': 'The Last Time They Met : A Novel - by Anita Shreve'}, {'name': 'disliked_book_2', 'value': 'Q Is for Quarry - by Sue Grafton'}, {'name': 'disliked_book_3', 'value': 'The Rescue - by Nicholas Sparks'}]",gemma2-9b-it,130157,The Silent Patient - by Alex Michaelides
"[{'name': 'liked_book_1', 'value': 'The Corrections - by Jonathan Franzen'}, {'name': 'liked_book_3', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'liked_book_2', 'value': 'The Piano Tuner - by Daniel Mason'}, {'name': 'disliked_book_1', 'value': 'Blessings - by ANNA QUINDLEN'}, {'name': 'disliked_book_2', 'value': 'The Season of Lillian Dawes: A Novel - by Katherine Mosby'}, {'name': 'disliked_book_3', 'value': 'The River King - by Alice Hoffman'}]",gemma2-9b-it,136193,Gilead - by Marilynne Robinson
"[{'name': 'liked_book_1', 'value': 'The Corrections - by Jonathan Franzen'}, {'name': 'liked_book_2', 'value': 'The Piano Tuner - by Daniel Mason'}, {'name': 'liked_book_3', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'disliked_book_1', 'value': 'Blessings - by ANNA QUINDLEN'}, {'name': 'disliked_book_2', 'value': 'The Season of Lillian Dawes: A Novel - by Katherine Mosby'}, {'name': 'disliked_book_3', 'value': 'The River King - by Alice Hoffman'}]",gemma2-9b-it,136193,The Girl on the Train - by Paula Hawkins
"[{'name': 'liked_book_3', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'liked_book_1', 'value': 'The Corrections - by Jonathan Franzen'}, {'name': 'liked_book_2', 'value': 'The Piano Tuner - by Daniel Mason'}, {'name': 'disliked_book_1', 'value': 'Blessings - by ANNA QUINDLEN'}, {'name': 'disliked_book_2', 'value': 'The Season of Lillian Dawes: A Novel - by Katherine Mosby'}, {'name': 'disliked_book_3', 'value': 'The River King - by Alice Hoffman'}]",gemma2-9b-it,136193,The Known World - by Edward P. Jones
"[{'name': 'liked_book_1', 'value': 'The Corrections - by Jonathan Franzen'}, {'name': 'liked_book_3', 'value': 'Cold Mountain - by Charles Frazier'}, {'name': 'liked_book_2', 'value': 'The Piano Tuner - by Daniel Mason'}, {'name': 'disliked_book_1', 'value': 'Blessings - by ANNA QUINDLEN'}, {'name': 'disliked_book_2', 'value': 'The Season of Lillian Dawes: A Novel - by Katherine Mosby'}, {'name': 'disliked_book_3', 'value': 'The River King - by Alice Hoffman'}]",gemma2-9b-it,136193,The Nightingale - by Kristin Hannah
"[{'name': 'liked_book_2', 'value': 'Andorra: PiÃ?Â¨ce en douze tableaux - by Max Frisch'}, {'name': 'liked_book_1', 'value': 'The Trial - by Franz Kafka'}, {'name': 'liked_book_3', 'value': 'Brother of Sleep - by Robert Schneider'}, {'name': 'disliked_book_1', 'value': ""Deedlit's Tale: Choices (Record of Lodoss War) - by Ryo Mizuno""}, {'name': 'disliked_book_2', 'value': 'Bin ich schÃ?Â¶n? - by Doris DÃ?Â¶rrie'}, {'name': 'disliked_book_3', 'value': ""Deutschland: A Winter's Tale : Bilingual Edition - by Heinrich Heine""}]",gemma2-9b-it,137803,Homo Faber - by Max Frisch
"[{'name': 'liked_book_1', 'value': 'The Trial - by Franz Kafka'}, {'name': 'liked_book_2', 'value': 'Andorra: PiÃ?Â¨ce en douze tableaux - by Max Frisch'}, {'name': 'liked_book_3', 'value': 'Brother of Sleep - by Robert Schneider'}, {'name': 'disliked_book_1', 'value': ""Deedlit's Tale: Choices (Record of Lodoss War) - by Ryo Mizuno""}, {'name': 'disliked_book_2', 'value': 'Bin ich schÃ?Â¶n? - by Doris DÃ?Â¶rrie'}, {'name': 'disliked_book_3', 'value': ""Deutschland: A Winter's Tale : Bilingual Edition - by Heinrich Heine""}]",gemma2-9b-it,137803,The Da Vinci Code - by Dan Brown
"[{'name': 'disliked_book_3', 'value': ""Deutschland: A Winter's Tale : Bilingual Edition""}, {'name': 'disliked_book_2', 'value': 'Bin ich schÃ?Â¶n?'}, {'name': 'liked_book_1', 'value': 'The Trial - by Franz Kafka'}, {'name': 'liked_book_2', 'value': 'Andorra: PiÃ?Â¨ce en douze tableaux - by Max Frisch'}, {'name': 'liked_book_3', 'value': 'Brother of Sleep - by Robert Schneider'}, {'name': 'disliked_book_1', 'value': ""Deedlit's Tale: Choices (Record of Lodoss War) - by Ryo Mizuno""}]",gemma2-9b-it,137803,The Handmaid's Tale - by Margaret Atwood
"[{'name': 'liked_book_1', 'value': 'The Trial - by Franz Kafka'}, {'name': 'liked_book_2', 'value': 'Andorra: PiÃ?Â¨ce en douze tableaux - by Max Frisch'}, {'name': 'liked_book_3', 'value': 'Brother of Sleep - by Robert Schneider'}, {'name': 'disliked_book_1', 'value': ""Deedlit's Tale: Choices (Record of Lodoss War) - by Ryo Mizuno""}, {'name': 'disliked_book_2', 'value': 'Bin ich schÃ?Â¶n? - by Doris DÃ?Â¶rrie'}, {'name': 'disliked_book_3', 'value': ""Deutschland: A Winter's Tale : Bilingual Edition - by Heinrich Heine""}]",gemma2-9b-it,137803,The Metamorphosis - by Franz Kafka
"[{'name': 'liked_book_1', 'value': 'Blue Skies - by Catherine Anderson'}, {'name': 'liked_book_2', 'value': 'All Creatures Great and Small - by James Herriot'}, {'name': 'liked_book_3', 'value': 'Bright Eyes (Coulter Family Series) - by Catherine Anderson'}, {'name': 'disliked_book_1', 'value': 'Sisters Found - by Joan Johnston'}, {'name': 'disliked_book_2', 'value': 'Cold Mountain : A Novel - by CHARLES FRAZIER'}, {'name': 'disliked_book_3', 'value': ""Daisy's Back in Town - by Rachel Gibson""}]",gemma2-9b-it,139206,Gone Girl - by Gillian Flynn
"[{'name': 'liked_book_2', 'value': 'All Creatures Great and Small - by James Herriot'}, {'name': 'liked_book_1', 'value': 'Blue Skies - by Catherine Anderson'}, {'name': 'liked_book_3', 'value': 'Bright Eyes (Coulter Family Series) - by Catherine Anderson'}, {'name': 'disliked_book_2', 'value': 'Cold Mountain : A Novel - by CHARLES FRAZIER'}, {'name': 'disliked_book_1', 'value': 'Sisters Found - by Joan Johnston'}, {'name': 'disliked_book_3', 'value': ""Daisy's Back in Town - by Rachel Gibson""}]",gemma2-9b-it,139206,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer
"[{'name': 'liked_book_2', 'value': 'All Creatures Great and Small - by James Herriot'}, {'name': 'liked_book_3', 'value': 'Bright Eyes (Coulter Family Series) - by Catherine Anderson'}, {'name': 'liked_book_1', 'value': 'Blue Skies - by Catherine Anderson'}, {'name': 'disliked_book_1', 'value': 'Sisters Found - by Joan Johnston'}, {'name': 'disliked_book_2', 'value': 'Cold Mountain : A Novel - by CHARLES FRAZIER'}, {'name': 'disliked_book_3', 'value': ""Daisy's Back in Town - by Rachel Gibson""}]",gemma2-9b-it,139206,The House in the Cerulean Sea - by T.J. Klune
"[{'name': 'liked_book_1', 'value': 'Blue Skies - by Catherine Anderson'}, {'name': 'liked_book_3', 'value': 'Bright Eyes (Coulter Family Series) - by Catherine Anderson'}, {'name': 'liked_book_2', 'value': 'All Creatures Great and Small - by James Herriot'}, {'name': 'disliked_book_2', 'value': 'Cold Mountain : A Novel - by CHARLES FRAZIER'}, {'name': 'disliked_book_1', 'value': 'Sisters Found - by Joan Johnston'}, {'name': 'disliked_book_3', 'value': ""Daisy's Back in Town - by Rachel Gibson""}]",gemma2-9b-it,139206,The Nightingale - by Kristin Hannah
"[{'name': 'liked_book_1', 'value': ""Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death - by Kurt Vonnegut""}, {'name': 'liked_book_2', 'value': 'Meeting Jesus Again for the First Time : The Historical Jesus and the Heart of Contemporary Faith - by Marcus J. Borg'}, {'name': 'liked_book_3', 'value': 'Meditations on the Cross - by Dietrich Bonhoeffer'}, {'name': 'disliked_book_1', 'value': 'The Mythmaker: Paul And the Invention Of Christianity - by Hyam Maccoby'}, {'name': 'disliked_book_2', 'value': 'The Templar Revelation: Secret Guardians of the True Identity of Christ - by Lynn Picknett'}, {'name': 'disliked_book_3', 'value': 'Darkness, Take My Hand (Patrick Kenzie/Angela Gennaro Novels) - by Dennis Lehane'}]",gemma2-9b-it,142076,Cat's Cradle - by Kurt Vonnegut
"[{'name': 'liked_book_2', 'value': 'Meeting Jesus Again for the First Time : The Historical Jesus and the Heart of Contemporary Faith - by Marcus J. Borg'}, {'name': 'liked_book_3', 'value': 'Meditations on the Cross - by Dietrich Bonhoeffer'}, {'name': 'liked_book_1', 'value': ""Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death - by Kurt Vonnegut""}, {'name': 'disliked_book_1', 'value': 'The Mythmaker: Paul And the Invention Of Christianity - by Hyam Maccoby'}, {'name': 'disliked_book_2', 'value': 'The Templar Revelation: Secret Guardians of the True Identity of Christ - by Lynn Picknett'}, {'name': 'disliked_book_3', 'value': 'Darkness, Take My Hand (Patrick Kenzie/Angela Gennaro Novels) - by Dennis Lehane'}]",gemma2-9b-it,142076,The Cost of Discipleship - by Dietrich Bonhoeffer
"[{'name': 'disliked_book_1', 'value': 'The Mythmaker: Paul And the Invention Of Christianity - by Hyam Maccoby'}, {'name': 'disliked_book_2', 'value': 'The Templar Revelation: Secret Guardians of the True Identity of Christ - by Lynn Picknett'}, {'name': 'liked_book_1', 'value': ""Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death - by Kurt Vonnegut""}, {'name': 'liked_book_2', 'value': 'Meeting Jesus Again for the First Time : The Historical Jesus and the Heart of Contemporary Faith - by Marcus J. Borg'}, {'name': 'liked_book_3', 'value': 'Meditations on the Cross - by Dietrich Bonhoeffer'}, {'name': 'disliked_book_3', 'value': 'Darkness, Take My Hand (Patrick Kenzie/Angela Gennaro Novels) - by Dennis Lehane'}]",gemma2-9b-it,142076,The Da Vinci Code - by Dan Brown
"[{'name': 'disliked_book_1', 'value': 'The Mythmaker: Paul And the Invention Of Christianity - by Hyam Maccoby'}, {'name': 'disliked_book_2', 'value': 'The Templar Revelation: Secret Guardians of the True Identity of Christ - by Lynn Picknett'}, {'name': 'liked_book_1', 'value': ""Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death - by Kurt Vonnegut""}, {'name': 'liked_book_3', 'value': 'Meditations on the Cross - by Dietrich Bonhoeffer'}, {'name': 'liked_book_2', 'value': 'Meeting Jesus Again for the First Time : The Historical Jesus and the Heart of Contemporary Faith - by Marcus J. Borg'}, {'name': 'disliked_book_3', 'value': 'Darkness, Take My Hand (Patrick Kenzie/Angela Gennaro Novels) - by Dennis Lehane'}]",gemma2-9b-it,142076,The Name of the Rose - by Umberto Eco
"[{'name': 'liked_book_3', 'value': 'A Summer to Die - by Lois Lowry'}, {'name': 'liked_book_1', 'value': 'Twilight Texas (The West Texans) (The West Texans, No 820) - by Ginger Chambers'}, {'name': 'liked_book_2', 'value': ""The Farmer's Wife - by Lori Handeland""}, {'name': 'disliked_book_1', 'value': 'Annalee And The Lawman (Count On A Cop) (Harlequin Super Romance, No 963) - by Lyn Ellis'}, {'name': 'disliked_book_2', 'value': 'Wildfire (Harlequin Superromance, No 70564) - by Lynn Erickson'}, {'name': 'disliked_book_3', 'value': 'Cottonwood Creek (Home On The Ranch) (Superromance, No 794) - by Margot Dalton'}]",gemma2-9b-it,142772,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer
"[{'name': 'liked_book_2', 'value': ""The Farmer's Wife - by Lori Handeland""}, {'name': 'liked_book_1', 'value': 'Twilight Texas  (The West Texans) (The West Texans,  No 820) - by Ginger Chambers'}, {'name': 'liked_book_3', 'value': 'A Summer to Die - by Lois Lowry'}, {'name': 'disliked_book_1', 'value': 'Annalee And The Lawman (Count On A Cop) (Harlequin Super Romance, No 963) - by Lyn Ellis'}, {'name': 'disliked_book_2', 'value': 'Wildfire (Harlequin Superromance, No 70564) - by Lynn Erickson'}, {'name': 'disliked_book_3', 'value': 'Cottonwood Creek  (Home On The Ranch) (Superromance , No 794) - by Margot Dalton'}]",gemma2-9b-it,142772,The Nightingale - by Kristin Hannah
"[{'name': 'liked_book_1', 'value': 'Twilight Texas (The West Texans) (The West Texans, No 820) - by Ginger Chambers'}, {'name': 'liked_book_2', 'value': ""The Farmer's Wife - by Lori Handeland""}, {'name': 'liked_book_3', 'value': 'A Summer to Die - by Lois Lowry'}, {'name': 'disliked_book_1', 'value': 'Annalee And The Lawman (Count On A Cop) (Harlequin Super Romance, No 963) - by Lyn Ellis'}, {'name': 'disliked_book_2', 'value': 'Wildfire (Harlequin Superromance, No 70564) - by Lynn Erickson'}, {'name': 'disliked_book_3', 'value': 'Cottonwood Creek (Home On The Ranch) (Superromance , No 794) - by Margot Dalton'}]",gemma2-9b-it,142772,The Notebook - by Nicholas Sparks
"[{'name': 'liked_book_1', 'value': 'Twilight Texas (The West Texans) (The West Texans, No 820) - by Ginger Chambers'}, {'name': 'liked_book_2', 'value': ""The Farmer's Wife - by Lori Handeland""}, {'name': 'liked_book_3', 'value': 'A Summer to Die - by Lois Lowry'}, {'name': 'disliked_book_1', 'value': 'Annalee And The Lawman (Count On A Cop) (Harlequin Super Romance, No 963) - by Lyn Ellis'}, {'name': 'disliked_book_2', 'value': 'Wildfire (Harlequin Superromance, No 70564) - by Lynn Erickson'}, {'name': 'disliked_book_3', 'value': 'Cottonwood Creek (Home On The Ranch) (Superromance, No 794) - by Margot Dalton'}]",gemma2-9b-it,142772,The Time Traveler's Wife - by Audrey Niffenegger
"[{'name': 'liked_book_2', 'value': 'Girl with a Pearl Earring - by Tracy Chevalier'}, {'name': 'liked_book_3', 'value': 'Reel to Real: Race, Sex, and Class at the Movies - by Bell Hooks'}, {'name': 'liked_book_1', 'value': 'This side of paradise (Barnes &amp; Noble classics) - by F. Scott Fitzgerald'}, {'name': 'disliked_book_1', 'value': 'Standing in the Rainbow : A Novel - by FANNIE FLAGG'}, {'name': 'disliked_book_2', 'value': 'Angels of the Universe (Shad Thames Books) - by Mar Gumundsson Einar'}, {'name': 'disliked_book_3', 'value': 'Learn About Shapes: With Flips, Flaps, Slides, Tabs, and Pop-Up Surprises (Sesame Street Interactive Pop-Ups , No 2) - by Tom Brannon'}]",gemma2-9b-it,147045,Fifty Shades of Grey - by E. L. James
"[{'name': 'liked_book_2', 'value': 'Girl with a Pearl Earring - by Tracy Chevalier'}, {'name': 'liked_book_3', 'value': 'Reel to Real: Race, Sex, and Class at the Movies - by Bell Hooks'}, {'name': 'disliked_book_1', 'value': 'Standing in the Rainbow : A Novel - by FANNIE FLAGG'}, {'name': 'disliked_book_2', 'value': 'Angels of the Universe (Shad Thames Books) - by Mar Gumundsson Einar'}, {'name': 'disliked_book_3', 'value': 'Learn About Shapes: With Flips, Flaps, Slides, Tabs, and Pop-Up Surprises (Sesame Street Interactive Pop-Ups , No 2) - by Tom Brannon'}, {'name': 'liked_book_1', 'value': 'This side of paradise (Barnes & Noble classics) - by F. Scott Fitzgerald'}]",gemma2-9b-it,147045,The Da Vinci Code - by Dan Brown
"[{'name': 'liked_book_1', 'value': 'This side of paradise (Barnes &amp; Noble classics) - by F. Scott Fitzgerald'}, {'name': 'liked_book_2', 'value': 'Girl with a Pearl Earring - by Tracy Chevalier'}, {'name': 'liked_book_3', 'value': 'Reel to Real: Race, Sex, and Class at the Movies - by Bell Hooks'}, {'name': 'disliked_book_1', 'value': 'Standing in the Rainbow : A Novel - by FANNIE FLAGG'}, {'name': 'disliked_book_2', 'value': 'Angels of the Universe (Shad Thames Books) - by Mar Gumundsson Einar'}, {'name': 'disliked_book_3', 'value': 'Learn About Shapes: With Flips, Flaps, Slides, Tabs, and Pop-Up Surprises (Sesame Street Interactive Pop-Ups , No 2) - by Tom Brannon'}]",gemma2-9b-it,147045,The Great Gatsby - by F. Scott Fitzgerald
"[{'name': 'liked_book_2', 'value': 'Girl with a Pearl Earring - by Tracy Chevalier'}, {'name': 'liked_book_3', 'value': 'Reel to Real: Race, Sex, and Class at the Movies - by Bell Hooks'}, {'name': 'liked_book_1', 'value': 'This side of paradise (Barnes & Noble classics) - by F. Scott Fitzgerald'}, {'name': 'disliked_book_1', 'value': 'Standing in the Rainbow : A Novel - by FANNIE FLAGG'}, {'name': 'disliked_book_2', 'value': 'Angels of the Universe (Shad Thames Books) - by Mar Gumundsson Einar'}, {'name': 'disliked_book_3', 'value': 'Learn About Shapes: With Flips, Flaps, Slides, Tabs, and Pop-Up Surprises (Sesame Street Interactive Pop-Ups , No 2) - by Tom Brannon'}]",gemma2-9b-it,147045,The Nightingale - by Kristin Hannah
"[{'name': 'disliked_book_1', 'value': 'The Bachelor List - by JANE FEATHER'}, {'name': 'disliked_book_3', 'value': 'Tender Triumph (Sonnet Books) - by Judith McNaught'}, {'name': 'disliked_book_2', 'value': 'Flash - by Jayne Ann Krentz'}, {'name': 'liked_book_3', 'value': 'Jane Austen, Her Complete Novels - by Jane Austen'}, {'name': 'liked_book_2', 'value': 'Evening Class - by Maeve Binchy'}, {'name': 'liked_book_1', 'value': 'World of Christopher Robin - by Ernest H. Milne'}]",gemma2-9b-it,147307,The Da Vinci Code - by Dan Brown
"[{'name': 'liked_book_1', 'value': 'World of Christopher Robin - by Ernest H. Milne'}, {'name': 'liked_book_2', 'value': 'Evening Class - by Maeve Binchy'}, {'name': 'liked_book_3', 'value': 'Jane Austen, Her Complete Novels - by Jane Austen'}, {'name': 'disliked_book_1', 'value': 'The Bachelor List - by JANE FEATHER'}, {'name': 'disliked_book_2', 'value': 'Flash - by Jayne Ann Krentz'}, {'name': 'disliked_book_3', 'value': 'Tender Triumph (Sonnet Books) - by Judith McNaught'}]",gemma2-9b-it,147307,The Guernsey Literary and Potato Peel Pie Society - by Mary Ann Shaffer
"[{'name': 'liked_book_3', 'value': 'Jane Austen, Her Complete Novels - by Jane Austen'}, {'name': 'disliked_book_1', 'value': 'The Bachelor List - by JANE FEATHER'}, {'name': 'disliked_book_3', 'value': 'Tender Triumph (Sonnet Books) - by Judith McNaught'}, {'name': 'liked_book_1', 'value': 'World of Christopher Robin - by Ernest H. Milne'}, {'name': 'liked_book_2', 'value': 'Evening Class - by Maeve Binchy'}, {'name': 'disliked_book_2', 'value': 'Flash - by Jayne Ann Krentz'}]",gemma2-9b-it,147307,The Notebook - by Nicholas Sparks
"[{'name': 'liked_book_3', 'value': 'Jane Austen, Her Complete Novels - by Jane Austen'}, {'name': 'liked_book_1', 'value': 'World of Christopher Robin - by Ernest H. Milne'}, {'name': 'liked_book_2', 'value': 'Evening Class - by Maeve Binchy'}, {'name': 'disliked_book_1', 'value': 'The Bachelor List - by JANE FEATHER'}, {'name': 'disliked_book_2', 'value': 'Flash - by Jayne Ann Krentz'}, {'name': 'disliked_book_3', 'value': 'Tender Triumph (Sonnet Books) - by Judith McNaught'}]",gemma2-9b-it,147307,The Secret Garden - by Frances Hodgson Burnett
"[{'name': 'liked_book_1', 'value': 'A Son of the Circus - by John Irving'}, {'name': 'liked_book_3', 'value': ""Song of Solomon (Oprah's Book Club (Paperback)) - by Toni Morrison""}, {'name': 'liked_book_2', 'value': 'Nora, Nora: A Novel - by Anne Rivers Siddons'}, {'name': 'disliked_book_1', 'value': ""River's End - by Nora Roberts""}, {'name': 'disliked_book_2', 'value': 'Let It Snow - by Fern Michaels'}, {'name': 'disliked_book_3', 'value': 'The Sunday Macaroni Club: A Novel - by Steve Lopez'}]",gemma2-9b-it,148121,The Cider House Rules - by John Irving
"[{'name': 'liked_book_3', 'value': ""Song of Solomon (Oprah's Book Club (Paperback)) - by Toni Morrison""}, {'name': 'liked_book_2', 'value': 'Nora, Nora: A Novel - by Anne Rivers Siddons'}, {'name': 'liked_book_1', 'value': 'A Son of the Circus - by John Irving'}, {'name': 'disliked_book_1', 'value': ""River's End - by Nora Roberts""}, {'name': 'disliked_book_2', 'value': 'Let It Snow - by Fern Michaels'}, {'name': 'disliked_book_3', 'value': 'The Sunday Macaroni Club: A Novel - by Steve Lopez'}]",gemma2-9b-it,148121,The Color Purple - by Alice Walker
"[{'name': 'liked_book_3', 'value': ""Song of Solomon (Oprah's Book Club (Paperback)) - by Toni Morrison""}, {'name': 'liked_book_2', 'value': 'Nora, Nora: A Novel - by Anne Rivers Siddons'}, {'name': 'liked_book_1', 'value': 'A Son of the Circus - by John Irving'}, {'name': 'disliked_book_1', 'value': ""River's End - by Nora Roberts""}, {'name': 'disliked_book_3', 'value': 'The Sunday Macaroni Club: A Novel - by Steve Lopez'}, {'name': 'disliked_book_2', 'value': 'Let It Snow - by Fern Michaels'}]",gemma2-9b-it,148121,The Girl on the Train - by Paula Hawkins
